Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
10.156		-39.6		0.609		-1.2		-0.0009		139.54		-24.1						
10.254		-63.0		0.603		-3.8		0.0006		139.52		-38.0						
10.352		-82.6		0.580		2.6		0.0067		141.06		-47.9						
10.449		-102.6		0.580		0.0		0.0006		139.90		-59.5						
10.547		-118.3		0.575		1.3		0.0021		140.25		-68.0						
10.645		-136.5		0.563		0.0		0.0006		139.90		-76.8						
10.742		-154.8		0.542		-2.5		-0.0009		139.42		-83.9						
10.840		-172.2		0.542		0.0		0.0021		140.13		-93.3						
10.938		-187.4		0.527		1.3		0.0021		140.25		-98.8						
11.035		-200.9		0.529		1.3		0.0021		140.25		-106.3						
11.133		-213.5		0.512		-3.8		0.0006		139.52		-109.4						
11.230		-228.7		0.506		0.0		0.0006		139.90		-115.7						
11.328		-243.0		0.496		-1.2		-0.0009		139.54		-120.4						
11.426		-260.0		0.472		-2.5		0.0006		139.65		-122.8						
11.523		-272.6		0.475		-2.5		0.0006		139.65		-129.4						
11.621		-282.6		0.449		-1.2		0.0021		140.00		-127.0						
11.719		-297.4		0.445		-1.2		0.0006		139.77		-132.4						
11.816		-309.1		0.451		-2.5		-0.0009		139.42		-139.6						
11.914		-323.9		0.422		-3.8		0.0006		139.52		-136.7						
12.012		-334.3		0.412		0.0		0.0021		140.13		-137.6						
12.109		-343.9		0.405		1.3		0.0021		140.25		-139.4						
12.207		-354.8		0.384		-2.5		-0.0009		139.42		-136.3						
12.305		-365.7		0.382		-5.1		0.0006		139.40		-139.7						
12.402		-377.0		0.372		1.3		0.0098		141.39		-140.1						
12.500		-386.1		0.340		-15.3		0.0021		138.62		-131.3						
12.598		-398.3		0.332		0.0		0.0037		140.35		-132.1						
12.695		-408.3		0.311		-1.2		0.0021		140.00		-126.9						
12.793		-420.9		0.300		-3.8		0.0006		139.52		-126.4						
12.891		-433.0		0.279		-1.2		0.0037		140.23		-120.9						
12.988		-437.0		0.260		1.3		0.0052		140.71		-113.8						
13.086		-450.4		0.256		0.0		0.0037		140.35		-115.4						
13.184		-459.1		0.248		-3.8		0.0021		139.75		-113.8						
13.281		-468.3		0.233		-1.2		0.0037		140.23		-109.1						
13.379		-478.3		0.206		-1.2		0.0021		140.00		-98.4						
13.477		-487.4		0.195		-2.5		0.0052		140.33		-95.2						
13.574		-497.0		0.170		-1.2		0.0021		140.00		-84.5						
13.672		-505.7		0.155		-1.2		0.0037		140.23		-78.6						
13.770		-515.7		0.132		-1.2		0.0037		140.23		-68.2						
13.867		-525.2		0.105		-2.5		0.0006		139.65		-55.1						
13.965		-535.7		0.080		-1.2		0.0021		140.00		-42.7						
14.063		-540.0		0.065		0.0		0.0052		140.58		-35.1						
14.160		-548.7		0.050		1.3		0.0021		140.25		-27.7						
14.258		-552.6		0.023		-2.5		0.0006		139.65		-12.8						
14.355		-554.8		0.010		-5.1		0.0021		139.62		-5.8						
14.453		-557.4		-0.025		0.0		0.0067		140.81		14.0						
14.551		-558.3		-0.048		-5.1		-0.0009		139.17		27.0						
14.648		-560.9		-0.071		0.0		-0.0009		139.67		40.0						
14.746		-558.7		-0.090		-1.2		-0.0025		139.32		50.4						
14.844		-556.5		-0.115		-3.8		-0.0025		139.07		64.3						
14.941		-557.8		-0.122		-1.2		0.0006		139.77		67.9						
15.039		-557.8		-0.157		1.3		0.0021		140.25		87.8						
15.137		-555.2		-0.172		0.0		-0.0025		139.44		95.6						
15.234		-553.0		-0.199		-3.8		-0.0009		139.29		110.3						
15.332		-550.9		-0.212		0.0		0.0006		139.90		116.8						
15.430		-551.3		-0.233		0.0		0.0006		139.90		128.5						
15.527		-543.5		-0.244		-1.2		0.0006		139.77		132.4						
15.625		-541.3		-0.271		-1.2		-0.0009		139.54		146.6						
15.723		-534.3		-0.281		-1.2		0.0006		139.77		150.3						
15.820		-528.7		-0.296		1.3		0.0006		140.02		156.5						
15.918		-520.9		-0.313		-2.5		-0.0009		139.42		163.0						
16.016		-515.2		-0.328		-2.5		-0.0009		139.42		168.8						
16.113		-505.7		-0.342		-1.2		0.0021		140.00		173.1						
16.211		-499.1		-0.353		1.3		0.0006		140.02		176.1						
16.309		-490.0		-0.367		-1.2		-0.0025		139.32		180.1						
16.406		-478.7		-0.378		-3.8		-0.0009		139.29		180.9						
16.504		-471.7		-0.395		1.3		0.0083		141.17		186.2						
16.602		-463.5		-0.409		-2.5		-0.0009		139.42		189.8						
16.699		-452.2		-0.418		0.0		0.0006		139.90		188.9						
16.797		-443.0		-0.416		-1.2		0.0006		139.77		184.2						
16.895		-437.4		-0.430		-1.2		-0.0025		139.32		188.3						
16.992		-425.7		-0.458		-2.5		0.0006		139.65		194.8						
17.090		-414.8		-0.475		2.6		0.0037		140.61		196.8						
17.188		-407.0		-0.485		2.6		0.0006		140.15		197.4						
17.285		-397.0		-0.475		-1.2		0.0006		139.77		188.4						
17.383		-383.0		-0.498		-1.2		0.0006		139.77		190.6						
17.480		-376.1		-0.506		0.0		0.0006		139.90		190.3						
17.578		-368.7		-0.517		-1.2		-0.0071		138.63		190.4						
17.676		-360.0		-0.540		1.3		0.0006		140.02		194.3						
17.773		-349.6		-0.556		-1.2		0.0006		139.77		194.5						
17.871		-334.8		-0.561		-1.2		0.0006		139.77		187.7						
17.969		-320.9		-0.577		-1.2		-0.0009		139.54		185.3						
18.066		-312.6		-0.584		-2.5		0.0006		139.65		182.5						
18.164		-299.1		-0.609		0.0		0.0021		140.13		182.1						
18.262		-283.0		-0.611		2.6		0.0006		140.15		172.9						
18.359		-268.7		-0.609		-1.2		-0.0025		139.32		163.6						
18.457		-252.2		-0.628		-3.8		-0.0009		139.29		158.3						
18.555		-235.2		-0.632		-1.2		0.0067		140.68		148.7						
18.652		-220.0		-0.640		0.0		0.0006		139.90		140.9						
18.750		-206.1		-0.636		0.0		0.0021		140.13		131.1						
18.848		-188.3		-0.649		0.0		-0.0009		139.67		122.1						
18.945		-171.7		-0.647		-2.5		-0.0009		139.42		111.1						
19.043		-155.2		-0.653		-2.5		0.0006		139.65		101.4						
19.141		-140.4		-0.651		1.3		0.0021		140.25		91.4						
19.238		-128.3		-0.647		0.0		-0.0009		139.67		82.9						
19.336		-110.4		-0.655		-1.2		0.0006		139.77		72.3						
19.434		-97.4		-0.645		0.0		0.0006		139.90		62.8						
19.531		-78.3		-0.634		-1.2		0.0006		139.77		49.6						
19.629		-60.4		-0.640		-1.2		-0.0009		139.54		38.7						
19.727		-40.4		-0.636		-2.5		-0.0009		139.42		25.7						
19.824		-25.2		-0.634		0.0		0.0021		140.13		16.0						
19.922		-4.3		-0.619		0.0		0.0006		139.90		2.7						
20.020		16.1		-0.622		-1.2		-0.0009		139.54		-10.0						
20.117		37.0		-0.603		-2.5		-0.0025		139.19		-22.3						
20.215		56.1		-0.601		-2.5		0.0006		139.65		-33.7						
20.313		77.0		-0.586		0.0		-0.0009		139.67		-45.1						
20.410		94.8		-0.580		-2.5		-0.0040		138.96		-54.9						
20.508		111.7		-0.567		-3.8		-0.0009		139.29		-63.3						
20.605		132.6		-0.567		0.0		0.0037		140.35		-75.2						
20.703		148.7		-0.556		0.0		-0.0009		139.67		-82.7						
20.801		164.3		-0.542		0.0		0.0006		139.90		-89.0						
20.898		180.0		-0.544		0.0		0.0006		139.90		-97.9						
20.996		197.8		-0.525		-2.5		-0.0009		139.42		-103.8						
21.094		211.7		-0.512		-1.2		0.0006		139.77		-108.5						
21.191		228.7		-0.523		3.9		0.0021		140.50		-119.6						
21.289		237.8		-0.500		2.6		-0.0025		139.69		-118.9						
21.387		253.5		-0.487		1.3		-0.0086		138.65		-123.5						
21.484		268.3		-0.481		2.6		0.0006		140.15		-129.0						
21.582		278.7		-0.468		1.3		-0.0025		139.57		-130.5						
21.680		290.0		-0.466		1.3		-0.0040		139.34		-135.2						
21.777		304.3		-0.454		1.3		-0.0009		139.79		-138.0						
21.875		319.1		-0.435		1.3		-0.0009		139.79		-138.7						
21.973		332.2		-0.430		2.6		0.0006		140.15		-143.0						
22.070		341.3		-0.399		2.6		-0.0025		139.69		-136.2						
22.168		352.2		-0.393		-1.2		-0.0025		139.32		-138.3						
22.266		360.4		-0.384		1.3		0.0006		140.02		-138.5						
22.363		377.0		-0.376		3.9		-0.0025		139.82		-141.7						
22.461		381.3		-0.361		1.3		-0.0040		139.34		-137.7						
22.559		394.8		-0.336		-1.2		-0.0025		139.32		-132.6						
22.656		403.5		-0.323		0.0		-0.0025		139.44		-130.5						
22.754		410.0		-0.315		2.6		-0.0009		139.92		-129.1						
22.852		423.0		-0.300		1.3		-0.0025		139.57		-127.0						
22.949		435.2		-0.288		1.3		-0.0025		139.57		-125.2						
23.047		445.7		-0.254		0.0		-0.0040		139.21		-113.2						
23.145		452.6		-0.237		1.3		-0.0025		139.57		-107.4						
23.242		464.8		-0.227		1.3		0.0006		140.02		-105.4						
23.340		472.6		-0.210		2.6		-0.0040		139.46		-99.2						
23.438		486.1		-0.189		2.6		-0.0101		138.55		-91.9						
23.535		490.9		-0.174		1.3		-0.0025		139.57		-85.5						
23.633		503.5		-0.153		2.6		-0.0040		139.46		-77.2						
23.730		513.0		-0.141		1.3		-0.0040		139.34		-72.2						
23.828		523.0		-0.120		0.0		-0.0040		139.21		-62.6						
23.926		531.3		-0.099		1.3		-0.0025		139.57		-52.4						
24.023		536.1		-0.082		1.3		-0.0040		139.34		-43.9						
24.121		543.5		-0.046		1.3		-0.0040		139.34		-25.1						
24.219		548.3		-0.034		0.0		-0.0040		139.21		-18.4						
24.316		553.5		-0.006		0.0		0.0021		140.13		-3.5						
24.414		553.0		0.023		2.6		0.0021		140.38		12.8						
24.512		554.8		0.044		0.0		-0.0025		139.44		24.5						
24.609		555.2		0.059		-1.2		-0.0009		139.54		32.6						
24.707		557.0		0.071		0.0		0.0037		140.35		39.8						
24.805		559.1		0.097		5.2		0.0021		140.63		54.0						
24.902		556.1		0.111		1.3		0.0021		140.25		61.9						
25.000		556.1		0.145		2.6		0.0021		140.38		80.6						
25.098		551.7		0.162		1.3		0.0006		140.02		89.2						
25.195		550.9		0.189		1.3		0.0021		140.25		104.1						
25.293		551.3		0.199		2.6		0.0052		140.83		110.0						
25.391		550.4		0.208		3.9		0.0006		140.27		114.4						
25.488		543.0		0.248		2.6		0.0006		140.15		134.5						
25.586		539.6		0.258		1.3		0.0021		140.25		139.4						
25.684		537.0		0.275		2.6		0.0021		140.38		147.7						
25.781		528.3		0.296		1.3		0.0006		140.02		156.4						
25.879		520.4		0.311		0.0		0.0006		139.90		161.7						
25.977		511.7		0.319		1.3		0.0021		140.25		163.3						
26.074		504.8		0.344		1.3		0.0021		140.25		173.8						
26.172		496.5		0.340		1.3		0.0006		140.02		168.9						
26.270		487.4		0.359		-2.5		0.0006		139.65		175.0						
26.367		480.9		0.370		0.0		0.0037		140.35		177.7						
26.465		473.0		0.391		2.6		0.0021		140.38		184.7						
26.563		464.8		0.395		-1.2		-0.0009		139.54		183.5						
26.660		455.7		0.414		-1.2		0.0021		140.00		188.5						
26.758		447.0		0.433		0.0		0.0021		140.13		193.3						
26.855		437.0		0.424		5.2		0.0021		140.63		185.3						
26.953		427.0		0.445		-1.2		0.0037		140.23		190.1						
27.051		417.0		0.462		1.3		0.0006		140.02		192.6						
27.148		409.6		0.454		0.0		-0.0009		139.67		185.8						
27.246		398.7		0.479		-1.2		-0.0009		139.54		190.9						
27.344		388.7		0.483		1.3		0.0037		140.48		187.7						
27.441		379.1		0.512		2.6		-0.0025		139.69		194.2						
27.539		367.8		0.519		0.0		-0.0009		139.67		190.8						
27.637		359.1		0.523		1.3		0.0006		140.02		187.8						
27.734		350.4		0.538		2.6		0.0006		140.15		188.4						
27.832		340.0		0.548		-1.2		-0.0009		139.54		186.3						
27.930		327.0		0.548		0.0		-0.0009		139.67		179.2						
28.027		315.7		0.575		0.0		0.0006		139.90		181.6						
28.125		300.0		0.588		-1.2		0.0021		140.00		176.4						
28.223		287.4		0.594		0.0		0.0006		139.90		170.8						
28.320		272.2		0.607		-2.5		-0.0009		139.42		165.2						
28.418		255.7		0.615		0.0		0.0006		139.90		157.3						
28.516		240.0		0.628		2.6		0.0021		140.38		150.7						
28.613		225.7		0.630		1.3		-0.0025		139.57		142.1						
28.711		210.9		0.630		-1.2		0.0006		139.77		132.8						
28.809		191.7		0.640		0.0		0.0006		139.90		122.8						
28.906		175.2		0.640		6.4		0.0006		140.53		112.2						
29.004		156.5		0.626		1.3		0.0006		140.02		97.9						
29.102		144.8		0.636		1.3		0.0006		140.02		92.1						
29.199		128.7		0.634		0.0		-0.0009		139.67		81.6						
29.297		118.3		0.651		-1.2		0.0006		139.77		77.0						
29.395		98.7		0.632		1.3		0.0037		140.48		62.4						
29.492		83.0		0.632		2.6		-0.0025		139.69		52.5						
29.590		66.1		0.632		0.0		-0.0009		139.67		41.8						
29.688		46.5		0.630		2.6		0.0006		140.15		29.3						
29.785		27.4		0.624		0.0		0.0006		139.90		17.1						
29.883		6.1		0.632		-1.2		-0.0025		139.32		3.8						
29.980		-7.4		0.619		-1.2		-0.0009		139.54		-4.6						
30.078		-31.7		0.592		0.0		0.0006		139.90		-18.8						
30.176		-49.6		0.588		1.3		-0.0009		139.79		-29.1						
30.273		-70.0		0.588		-1.2		-0.0009		139.54		-41.2						
30.371		-89.6		0.573		-2.5		-0.0025		139.19		-51.3						
30.469		-107.8		0.573		0.0		0.0006		139.90		-61.8						
30.566		-124.8		0.565		1.3		-0.0009		139.79		-70.5						
30.664		-143.5		0.563		0.0		-0.0025		139.44		-80.7						
30.762		-159.6		0.546		-3.8		-0.0025		139.07		-87.1						
30.859		-177.8		0.533		-2.5		-0.0025		139.19		-94.8						
30.957		-191.7		0.538		5.2		-0.0025		139.94		-103.1						
31.055		-205.7		0.538		0.0		0.0006		139.90		-110.5						
31.152		-220.0		0.519		1.3		-0.0009		139.79		-114.1						
31.250		-234.8		0.493		-1.2		-0.0025		139.32		-115.9						
31.348		-250.0		0.483		0.0		-0.0009		139.67		-120.7						
31.445		-265.2		0.481		0.0		0.0021		140.13		-127.5						
31.543		-280.0		0.470		2.6		-0.0025		139.69		-131.7						
31.641		-290.9		0.466		0.0		-0.0025		139.44		-135.6						
31.738		-300.9		0.451		0.0		0.0006		139.90		-135.8						
31.836		-318.3		0.426		1.3		0.0006		140.02		-135.7						
31.934		-325.2		0.430		0.0		-0.0009		139.67		-140.0						
32.031		-337.8		0.420		1.3		-0.0009		139.79		-141.9						
32.129		-349.6		0.388		0.0		0.0006		139.90		-135.8						
32.227		-357.4		0.384		0.0		0.0006		139.90		-137.3						
32.324		-368.3		0.365		0.0		0.0006		139.90		-134.5						
32.422		-384.3		0.359		-1.2		-0.0009		139.54		-138.0						
32.520		-391.7		0.346		0.0		0.0021		140.13		-135.7						
32.617		-400.4		0.319		2.6		0.0021		140.38		-127.8						
32.715		-410.9		0.313		-1.2		-0.0025		139.32		-128.5						
32.813		-421.3		0.300		-2.5		-0.0025		139.19		-126.5						
32.910		-432.2		0.281		0.0		-0.0009		139.67		-121.6						
33.008		-437.8		0.262		6.4		0.0006		140.53		-114.9						
33.105		-454.8		0.260		0.0		0.0021		140.13		-118.4						
33.203		-464.3		0.237		1.3		0.0021		140.25		-110.2						
33.301		-474.3		0.235		-1.2		-0.0009		139.54		-111.6						
33.398		-483.9		0.206		-1.2		0.0037		140.23		-99.6						
33.496		-488.7		0.174		1.3		0.0037		140.48		-85.2						
33.594		-498.3		0.164		2.6		0.0006		140.15		-81.6						
33.691		-510.0		0.134		0.0		-0.0009		139.67		-68.5						
33.789		-518.7		0.122		-1.2		0.0021		140.00		-63.2						
33.887		-527.4		0.101		1.3		0.0006		140.02		-53.2						
33.984		-536.1		0.086		0.0		0.0006		139.90		-46.2						
34.082		-544.8		0.073		-2.5		-0.0009		139.42		-40.0						
34.180		-551.3		0.046		1.3		0.0037		140.48		-25.5						
34.277		-559.1		0.010		0.0		0.0006		139.90		-5.9						
34.375		-559.1		-0.004		0.0		0.0006		139.90		2.3						
34.473		-557.8		-0.019		-1.2		-0.0040		139.09		10.5						
34.570		-559.6		-0.050		0.0		-0.0009		139.67		28.2						
34.668		-557.0		-0.071		3.9		-0.0009		140.05		39.8						
34.766		-556.5		-0.086		0.0		-0.0055		138.98		47.9						
34.863		-558.7		-0.118		-3.8		-0.0055		138.61		65.7						
34.961		-556.1		-0.128		-2.5		-0.0040		138.96		71.2						
35.059		-558.7		-0.153		3.9		-0.0040		139.59		85.6						
35.156		-554.3		-0.176		1.3		-0.0009		139.79		97.8						
35.254		-553.0		-0.199		0.0		-0.0025		139.44		110.3						
35.352		-550.0		-0.210		0.0		-0.0025		139.44		115.5						
35.449		-541.7		-0.218		0.0		-0.0009		139.67		118.3						
35.547		-538.7		-0.244		2.6		0.0006		140.15		131.2						
35.645		-538.7		-0.258		3.9		0.0006		140.27		139.1						
35.742		-529.6		-0.275		-1.2		-0.0071		138.63		145.7						
35.840		-525.2		-0.288		-1.2		-0.0009		139.54		151.1						
35.938		-520.0		-0.309		1.3		-0.0009		139.79		160.5						
36.035		-511.3		-0.336		0.0		-0.0009		139.67		171.8						
36.133		-501.7		-0.336		-1.2		-0.0025		139.32		168.6						
36.230		-497.8		-0.344		0.0		-0.0009		139.67		171.4						
36.328		-486.5		-0.361		2.6		0.0006		140.15		175.7						
36.426		-479.1		-0.372		1.3		-0.0025		139.57		178.1						
36.523		-471.3		-0.388		1.3		-0.0025		139.57		183.1						
36.621		-460.0		-0.397		0.0		-0.0009		139.67		182.6						
36.719		-450.9		-0.412		3.9		0.0006		140.27		185.6						
36.816		-439.1		-0.424		3.9		-0.0025		139.82		186.3						
36.914		-433.0		-0.443		-1.2		-0.0071		138.63		191.9						
37.012		-421.3		-0.454		-1.2		-0.0009		139.54		191.1						
37.109		-412.6		-0.464		3.9		-0.0009		140.05		191.5						
37.207		-401.3		-0.481		1.3		0.0006		140.02		193.0						
37.305		-392.6		-0.479		2.6		-0.0009		139.92		188.0						
37.402		-382.2		-0.491		1.3		-0.0040		139.34		187.8						
37.500		-377.8		-0.519		1.3		-0.0009		139.79		196.0						
37.598		-365.2		-0.525		1.3		0.0021		140.25		191.7						
37.695		-355.7		-0.535		5.2		0.0006		140.40		190.4						
37.793		-343.0		-0.550		-1.2		-0.0071		138.63		188.7						
37.891		-331.7		-0.563		-2.5		0.0006		139.65		186.7						
37.988		-321.7		-0.565		2.6		-0.0009		139.92		181.7						
38.086		-308.3		-0.580		2.6		-0.0025		139.69		178.6						
38.184		-296.5		-0.588		1.3		-0.0025		139.57		174.3						
38.281		-277.0		-0.603		2.6		0.0006		140.15		166.9						
38.379		-260.9		-0.624		3.9		0.0006		140.27		162.7						
38.477		-247.0		-0.619		1.3		-0.0025		139.57		153.0						
38.574		-232.2		-0.628		0.0		-0.0025		139.44		145.8						
38.672		-214.8		-0.645		2.6		0.0006		140.15		138.5						
38.770		-201.3		-0.634		3.9		0.0006		140.27		127.7						
38.867		-183.0		-0.649		1.3		-0.0025		139.57		118.8						
38.965		-168.7		-0.640		-1.2		-0.0055		138.86		108.0						
39.063		-151.3		-0.640		0.0		-0.0009		139.67		96.9						
39.160		-135.2		-0.649		2.6		-0.0009		139.92		87.7						
39.258		-121.3		-0.632		1.3		-0.0025		139.57		76.7						
39.355		-104.8		-0.638		2.6		-0.0009		139.92		66.9						
39.453		-90.4		-0.632		1.3		-0.0040		139.34		57.2						
39.551		-72.6		-0.632		-1.2		-0.0025		139.32		45.9						
39.648		-56.1		-0.630		1.3		-0.0009		139.79		35.3						
39.746		-33.0		-0.619		3.9		0.0006		140.27		20.5						
39.844		-17.4		-0.624		0.0		-0.0071		138.76		10.8						
39.941		3.9		-0.617		1.3		-0.0009		139.79		-2.4						
40.039		22.2		-0.609		1.3		-0.0040		139.34		-13.5						
40.137		44.8		-0.603		1.3		-0.0040		139.34		-27.0						
40.234		63.9		-0.596		0.0		-0.0025		139.44		-38.1						
40.332		82.2		-0.580		1.3		-0.0025		139.57		-47.6						
40.430		99.6		-0.571		1.3		-0.0040		139.34		-56.9						
40.527		119.1		-0.552		1.3		-0.0040		139.34		-65.8						
40.625		137.0		-0.559		-1.2		-0.0025		139.32		-76.5						
40.723		154.3		-0.538		0.0		-0.0025		139.44		-83.0						
40.820		173.0		-0.540		2.6		0.0006		140.15		-93.4						
40.918		185.7		-0.533		1.3		-0.0040		139.34		-99.0						
41.016		199.1		-0.519		-1.2		-0.0055		138.86		-103.3						
41.113		218.7		-0.519		0.0		-0.0009		139.67		-113.4						
41.211		232.6		-0.519		-2.5		0.0037		140.10		-120.6						
41.309		244.3		-0.500		-3.8		-0.0025		139.07		-122.1						
41.406		256.1		-0.487		-3.8		-0.0025		139.07		-124.8						
41.504		271.3		-0.468		-5.1		-0.0040		138.71		-127.0						
