Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
10.254		-59.1		0.645		3.4		0.0040		173.9		-38.1						
10.352		-74.3		0.647		2.1		0.0025		173.6		-48.1						
10.449		-95.7		0.634		2.1		0.0040		173.8		-60.7						
10.547		-113.0		0.615		2.1		0.0040		173.8		-69.5						
10.645		-130.9		0.598		3.4		0.0071		174.4		-78.3						
10.742		-147.0		0.596		2.1		0.0040		173.8		-87.6						
10.840		-163.0		0.573		2.1		0.0040		173.8		-93.5						
10.938		-181.7		0.569		3.4		0.0071		174.4		-103.4						
11.035		-197.4		0.550		4.7		0.0056		174.3		-108.6						
11.133		-212.6		0.550		3.4		0.0040		173.9		-117.0						
11.230		-225.7		0.531		-1.7		0.0010		172.9		-119.9						
11.328		-242.2		0.525		0.8		0.0040		173.6		-127.1						
11.426		-256.1		0.512		5.9		0.0040		174.3		-131.2						
11.523		-270.9		0.481		3.4		0.0056		174.2		-130.2						
11.621		-285.7		0.491		4.7		0.0056		174.3		-140.4						
11.719		-296.1		0.460		4.7		0.0040		174.1		-136.2						
11.816		-307.4		0.443		2.1		0.0040		173.8		-136.2						
11.914		-319.6		0.424		3.4		0.0071		174.4		-135.5						
12.012		-330.0		0.422		5.9		0.0071		174.7		-139.3						
12.109		-342.6		0.414		2.1		-0.0006		173.1		-141.7						
12.207		-350.9		0.380		3.4		0.0056		174.2		-133.3						
12.305		-365.2		0.367		4.7		0.0056		174.3		-134.2						
12.402		-370.0		0.351		2.1		0.0040		173.8		-129.7						
12.500		-384.3		0.344		3.4		0.0040		173.9		-132.4						
12.598		-391.3		0.321		3.4		0.0071		174.4		-125.7						
12.695		-406.5		0.300		3.4		0.0056		174.2		-122.1						
12.793		-416.1		0.296		4.7		0.0025		173.9		-123.2						
12.891		-425.7		0.265		2.1		0.0040		173.8		-112.6						
12.988		-435.7		0.252		3.4		0.0056		174.2		-109.8						
13.086		-445.7		0.223		4.7		0.0056		174.3		-99.2						
13.184		-456.5		0.210		4.7		0.0025		173.9		-95.9						
13.281		-466.1		0.187		0.8		0.0025		173.4		-87.1						
13.379		-477.4		0.183		2.1		0.0056		174.0		-87.2						
13.477		-489.6		0.153		4.7		0.0056		174.3		-75.0						
13.574		-495.7		0.124		3.4		0.0056		174.2		-61.4						
13.672		-500.9		0.103		4.7		0.0071		174.6		-51.5						
13.770		-513.9		0.090		3.4		0.0056		174.2		-46.4						
13.867		-522.2		0.076		2.1		0.0040		173.8		-39.5						
13.965		-532.2		0.046		4.7		0.0071		174.6		-24.6						
14.063		-538.3		0.015		7.2		0.0071		174.9		-7.9						
14.160		-548.3		0.000		3.4		0.0010		173.5		0.0						
14.258		-551.3		-0.044		2.1		0.0025		173.6		24.3						
14.355		-551.3		-0.061		3.4		0.0010		173.5		33.6						
14.453		-555.7		-0.078		3.4		-0.0021		173.0		43.2						
14.551		-557.0		-0.126		0.8		-0.0006		173.0		70.2						
14.648		-561.7		-0.126		2.1		0.0010		173.3		70.8						
14.746		-554.8		-0.164		3.4		0.0010		173.5		90.9						
14.844		-559.6		-0.168		4.7		0.0010		173.7		94.0						
14.941		-561.7		-0.199		0.8		-0.0006		173.0		112.1						
15.039		-558.3		-0.225		2.1		0.0025		173.6		125.4						
15.137		-556.1		-0.244		4.7		0.0040		174.1		135.4						
15.234		-559.1		-0.269		4.7		0.0010		173.7		150.3						
15.332		-551.7		-0.294		0.8		-0.0021		172.7		162.2						
15.430		-549.6		-0.311		2.1		0.0040		173.8		170.8						
15.527		-543.0		-0.342		3.4		0.0209		176.4		185.9						
15.625		-538.7		-0.353		3.4		0.0025		173.7		190.0						
15.723		-539.1		-0.374		4.7		0.0040		174.1		201.5						
15.820		-527.8		-0.384		4.7		0.0025		173.9		202.8						
15.918		-524.3		-0.403		0.8		0.0025		173.4		211.4						
16.016		-515.7		-0.422		3.4		0.0071		174.4		217.6						
16.113		-509.1		-0.430		5.9		0.0056		174.5		219.2						
16.211		-499.1		-0.447		4.7		0.0025		173.9		223.2						
16.309		-492.2		-0.464		2.1		0.0056		174.0		228.4						
16.406		-480.9		-0.479		3.4		0.0056		174.2		230.2						
16.504		-474.8		-0.487		4.7		0.0025		173.9		231.3						
16.602		-466.5		-0.512		3.4		0.0040		173.9		239.0						
16.699		-459.6		-0.519		3.4		0.0056		174.2		238.3						
16.797		-449.1		-0.535		3.4		0.0040		173.9		240.5						
16.895		-439.1		-0.538		4.7		0.0040		174.1		236.0						
16.992		-430.0		-0.544		3.4		0.0025		173.7		233.8						
17.090		-419.6		-0.550		0.8		0.0040		173.6		230.8						
17.188		-407.0		-0.569		4.7		0.0056		174.3		231.6						
17.285		-397.8		-0.580		5.9		0.0040		174.3		230.6						
17.383		-390.4		-0.594		2.1		-0.0021		172.9		232.0						
17.480		-380.9		-0.598		2.1		0.0056		174.0		227.9						
17.578		-369.6		-0.611		3.4		0.0056		174.2		225.8						
17.676		-359.6		-0.638		3.4		0.0056		174.2		229.5						
17.773		-350.4		-0.638		4.7		0.0056		174.3		223.7						
17.871		-337.0		-0.659		3.4		0.0025		173.7		222.2						
17.969		-324.8		-0.661		3.4		0.0040		173.9		214.8						
18.066		-313.9		-0.687		4.7		0.0071		174.6		215.5						
18.164		-302.6		-0.674		5.9		0.0056		174.5		204.0						
18.262		-286.1		-0.693		4.7		0.0025		173.9		198.2						
18.359		-271.7		-0.697		-1.7		0.0040		173.3		189.4						
18.457		-255.7		-0.722		4.7		0.0040		174.1		184.7						
18.555		-239.6		-0.714		3.4		0.0025		173.7		171.0						
18.652		-224.8		-0.718		0.8		0.0040		173.6		161.4						
18.750		-209.1		-0.739		2.1		0.0025		173.6		154.6						
18.848		-194.3		-0.722		3.4		0.0040		173.9		140.4						
18.945		-177.0		-0.729		3.4		0.0025		173.7		128.9						
19.043		-162.6		-0.722		2.1		0.0025		173.6		117.5						
19.141		-144.8		-0.727		3.4		0.0040		173.9		105.2						
19.238		-128.7		-0.720		3.4		0.0071		174.4		92.7						
19.336		-113.0		-0.729		5.9		0.0025		174.0		82.4						
19.434		-99.6		-0.722		0.8		0.0010		173.2		71.9						
19.531		-85.7		-0.714		2.1		0.0056		174.0		61.1						
19.629		-67.0		-0.714		2.1		-0.0082		172.0		47.8						
19.727		-45.2		-0.697		-0.4		0.0040		173.5		31.5						
19.824		-27.4		-0.708		2.1		0.0056		174.0		19.4						
19.922		-7.8		-0.678		2.1		0.0010		173.3		5.3						
20.020		13.0		-0.672		-1.7		0.0010		172.9		-8.8						
20.117		34.3		-0.674		0.8		0.0056		173.9		-23.2						
20.215		56.1		-0.651		3.4		0.0056		174.2		-36.5						
20.313		71.7		-0.640		0.8		0.0040		173.6		-45.9						
20.410		89.6		-0.630		-3.0		0.0056		173.4		-56.4						
20.508		107.4		-0.626		2.1		0.0040		173.8		-67.2						
20.605		127.0		-0.613		0.8		0.0040		173.6		-77.8						
20.703		146.1		-0.601		0.8		0.0040		173.6		-87.7						
20.801		160.9		-0.588		-0.4		0.0025		173.2		-94.6						
20.898		178.3		-0.582		2.1		0.0040		173.8		-103.7						
20.996		190.9		-0.556		-0.4		0.0040		173.5		-106.2						
21.094		208.7		-0.552		0.8		0.0025		173.4		-115.2						
21.191		221.3		-0.550		-0.4		0.0040		173.5		-121.7						
21.289		237.0		-0.527		0.8		0.0056		173.9		-124.9						
21.387		251.7		-0.502		0.8		0.0010		173.2		-126.3						
21.484		269.1		-0.504		-1.7		-0.0006		172.6		-135.6						
21.582		280.9		-0.493		-0.4		0.0056		173.7		-138.6						
21.680		293.0		-0.468		0.8		-0.0006		173.0		-137.2						
21.777		303.9		-0.462		0.8		0.0040		173.6		-140.4						
21.875		317.0		-0.439		2.1		0.0040		173.8		-139.1						
21.973		328.7		-0.424		2.1		0.0025		173.6		-139.4						
22.070		337.0		-0.407		-0.4		0.0010		173.0		-137.3						
22.168		347.8		-0.407		0.8		0.0056		173.9		-141.7						
22.266		360.4		-0.380		2.1		0.0040		173.8		-137.0						
22.363		368.3		-0.365		2.1		0.0040		173.8		-134.5						
22.461		379.6		-0.344		-1.7		0.0040		173.3		-130.7						
22.559		389.6		-0.328		-0.4		0.0025		173.2		-127.6						
22.656		400.9		-0.313		0.8		0.0025		173.4		-125.4						
22.754		414.3		-0.300		-0.4		0.0025		173.2		-124.4						
22.852		422.6		-0.275		0.8		0.0025		173.4		-116.2						
22.949		437.4		-0.267		0.8		0.0025		173.4		-116.6						
23.047		442.6		-0.244		0.8		0.0010		173.2		-107.8						
23.145		453.5		-0.210		-0.4		0.0010		173.0		-95.2						
23.242		462.2		-0.208		-1.7		0.0010		172.9		-96.1						
23.340		472.6		-0.187		0.8		0.0040		173.6		-88.3						
23.438		481.3		-0.160		0.8		0.0010		173.2		-76.8						
23.535		494.3		-0.136		-1.7		0.0010		172.9		-67.5						
23.633		500.4		-0.130		-1.7		0.0040		173.3		-65.1						
23.730		509.6		-0.086		0.8		0.0010		173.2		-43.9						
23.828		518.3		-0.063		-0.4		0.0025		173.2		-32.6						
23.926		528.3		-0.040		0.8		0.0040		173.6		-21.1						
24.023		535.7		-0.015		0.8		0.0056		173.9		-7.9						
24.121		543.0		-0.004		-0.4		0.0071		173.9		-2.3						
24.219		548.3		0.025		0.8		0.0086		174.3		13.8						
24.316		553.5		0.050		2.1		0.0086		174.5		27.9						
24.414		555.7		0.073		2.1		0.0086		174.5		40.8						
24.512		558.3		0.097		-3.0		0.0071		173.6		53.9						
24.609		556.5		0.113		0.8		0.0056		173.9		63.1						
24.707		555.7		0.160		-0.4		0.0071		173.9		88.7						
24.805		556.5		0.185		-3.0		0.0056		173.4		102.8						
24.902		559.1		0.191		-0.4		0.0071		173.9		106.8						
25.000		557.0		0.212		-0.4		0.0071		173.9		118.1						
25.098		556.5		0.239		-0.4		0.0056		173.7		133.2						
25.195		558.3		0.260		-0.4		0.0056		173.7		145.4						
25.293		552.2		0.288		-1.7		0.0071		173.8		158.8						
25.391		546.1		0.298		0.8		0.0071		174.1		162.8						
25.488		544.3		0.317		0.8		0.0056		173.9		172.6						
25.586		540.9		0.342		-1.7		0.0056		173.5		185.1						
25.684		537.0		0.361		-0.4		0.0086		174.1		193.9						
25.781		531.7		0.374		3.4		-0.0052		172.6		198.7						
25.879		522.2		0.397		-1.7		0.0056		173.5		207.2						
25.977		515.7		0.422		0.8		0.0071		174.1		217.6						
26.074		506.1		0.426		0.8		0.0056		173.9		215.7						
26.172		500.0		0.451		-1.7		0.0056		173.5		225.7						
26.270		488.7		0.466		-0.4		0.0071		173.9		227.8						
26.367		483.0		0.477		3.4		0.0086		174.6		230.2						
26.465		473.0		0.472		2.1		0.0071		174.2		223.5						
26.563		466.1		0.496		-3.0		0.0056		173.4		231.0						
26.660		459.6		0.510		0.8		0.0056		173.9		234.5						
26.758		447.4		0.506		0.8		0.0056		173.9		226.4						
26.855		436.5		0.527		-1.7		0.0040		173.3		230.1						
26.953		427.0		0.542		-0.4		0.0056		173.7		231.3						
27.051		417.8		0.561		0.8		0.0071		174.1		234.2						
27.148		410.9		0.559		-0.4		0.0040		173.5		229.5						
27.246		400.0		0.567		-1.7		0.0025		173.1		226.8						
27.344		388.7		0.584		-1.7		0.0040		173.3		226.9						
27.441		377.0		0.596		2.1		0.0086		174.5		224.8						
27.539		369.1		0.611		0.8		0.0040		173.6		225.5						
27.637		360.0		0.622		-3.0		0.0010		172.7		223.7						
27.734		351.3		0.628		-3.0		0.0071		173.6		220.6						
27.832		335.7		0.649		3.4		-0.0113		171.7		217.8						
27.930		327.4		0.674		0.8		0.0056		173.9		220.7						
28.027		314.8		0.674		0.8		0.0056		173.9		212.2						
28.125		301.3		0.689		0.8		0.0056		173.9		207.5						
28.223		289.1		0.697		-0.4		0.0040		173.5		201.6						
28.320		273.9		0.693		-0.4		0.0071		173.9		189.8						
28.418		260.4		0.697		2.1		0.0071		174.2		181.6						
28.516		241.7		0.724		0.8		0.0071		174.1		175.1						
28.613		226.1		0.733		-3.0		0.0056		173.4		165.7						
28.711		211.3		0.720		-0.4		0.0040		173.5		152.2						
28.809		198.3		0.724		0.8		0.0056		173.9		143.6						
28.906		176.5		0.729		-0.4		0.0040		173.5		128.6						
29.004		160.0		0.727		-0.4		0.0056		173.7		116.2						
29.102		143.9		0.727		-0.4		0.0056		173.7		104.6						
29.199		130.0		0.727		-0.4		0.0025		173.2		94.4						
29.297		116.1		0.712		-1.7		0.0040		173.3		82.6						
29.395		102.2		0.716		-1.7		0.0040		173.3		73.2						
29.492		87.0		0.703		0.8		0.0071		174.1		61.2						
29.590		68.3		0.708		0.8		0.0040		173.6		48.3						
29.688		47.0		0.695		-4.3		0.0010		172.5		32.6						
29.785		25.7		0.680		-5.5		0.0040		172.8		17.5						
29.883		8.3		0.676		0.8		0.0086		174.3		5.6						
29.980		-12.2		0.670		-26.0		0.0056		170.5		-8.2						
30.078		-29.1		0.659		-1.7		0.0056		173.5		-19.2						
30.176		-48.3		0.645		-1.7		0.0025		173.1		-31.1						
30.273		-65.7		0.647		-3.0		0.0040		173.2		-42.5						
30.371		-87.4		0.624		-1.7		0.0071		173.8		-54.5						
30.469		-104.8		0.622		0.8		0.0086		174.3		-65.1						
30.566		-124.3		0.613		-0.4		0.0056		173.7		-76.2						
30.664		-142.2		0.605		-3.0		0.0040		173.2		-86.0						
30.762		-160.9		0.582		-1.7		0.0056		173.5		-93.6						
30.859		-178.3		0.580		-0.4		0.0056		173.7		-103.3						
30.957		-191.7		0.571		-4.3		0.0040		173.0		-109.5						
31.055		-207.0		0.542		-1.7		0.0025		173.1		-112.1						
31.152		-220.0		0.546		-0.4		0.0040		173.5		-120.1						
31.250		-234.8		0.529		-0.4		0.0025		173.2		-124.2						
31.348		-248.7		0.529		-3.0		0.0040		173.2		-131.6						
31.445		-265.2		0.506		-1.7		0.0056		173.5		-134.2						
31.543		-279.1		0.491		-0.4		0.0071		173.9		-137.1						
31.641		-290.9		0.462		0.8		0.0040		173.6		-134.4						
31.738		-303.5		0.454		-1.7		0.0025		173.1		-137.6						
31.836		-316.5		0.449		-5.5		0.0056		173.1		-142.2						
31.934		-328.7		0.422		-0.4		0.0010		173.0		-138.7						
32.031		-337.0		0.405		-1.7		0.0040		173.3		-136.6						
32.129		-350.9		0.395		-0.4		0.0071		173.9		-138.5						
32.227		-356.1		0.380		-0.4		0.0040		173.5		-135.3						
32.324		-368.7		0.357		-3.0		0.0056		173.4		-131.6						
32.422		-381.3		0.344		-1.7		0.0056		173.5		-131.3						
32.520		-390.9		0.338		2.1		0.0086		174.5		-132.1						
32.617		-403.0		0.311		-0.4		0.0040		173.5		-125.3						
32.715		-413.9		0.294		-1.7		0.0056		173.5		-121.7						
32.813		-420.4		0.279		-0.4		0.0056		173.7		-117.4						
32.910		-430.9		0.258		-0.4		0.0040		173.5		-111.3						
33.008		-440.0		0.235		-3.0		0.0040		173.2		-103.5						
33.105		-452.2		0.223		-3.0		0.0025		172.9		-100.6						
33.203		-463.9		0.197		-3.0		0.0071		173.6		-91.6						
33.301		-476.1		0.178		-1.7		0.0056		173.5		-85.0						
33.398		-482.6		0.145		-0.4		0.0040		173.5		-69.9						
33.496		-491.3		0.139		-3.0		0.0040		173.2		-68.1						
33.594		-498.7		0.105		-0.4		0.0086		174.1		-52.4						
33.691		-512.6		0.107		-0.4		0.0056		173.7		-54.9						
33.789		-523.5		0.067		-1.7		0.0025		173.1		-35.2						
33.887		-526.5		0.046		-5.5		0.0040		172.8		-24.3						
33.984		-534.8		0.025		0.8		0.0056		173.9		-13.5						
34.082		-538.7		0.008		-13.2		0.0056		172.1		-4.5						
34.180		-550.0		-0.036		0.8		0.0025		173.4		19.6						
34.277		-557.0		-0.057		-1.7		-0.0006		172.6		31.6						
34.375		-555.7		-0.076		-3.0		-0.0006		172.5		42.0						
34.473		-557.8		-0.090		-1.7		0.0025		173.1		50.4						
34.570		-550.4		-0.124		0.8		0.0056		173.9		68.2						
34.668		-555.7		-0.155		-0.4		-0.0006		172.8		86.3						
34.766		-557.8		-0.176		-1.7		0.0040		173.3		98.4						
34.863		-559.1		-0.191		-0.4		0.0025		173.2		106.8						
34.961		-556.5		-0.218		-1.7		0.0010		172.9		121.5						
35.059		-555.7		-0.241		-3.0		0.0010		172.7		134.2						
35.156		-556.5		-0.260		-3.0		0.0010		172.7		144.9						
35.254		-552.6		-0.288		-1.7		0.0010		172.9		159.0						
35.352		-549.1		-0.302		-1.7		0.0025		173.1		166.0						
35.449		-545.7		-0.321		-3.0		0.0010		172.7		175.3						
35.547		-543.5		-0.349		-4.3		0.0025		172.8		189.4						
35.645		-536.1		-0.367		-1.7		0.0056		173.5		197.0						
35.742		-529.6		-0.378		0.8		0.0025		173.4		200.2						
35.840		-524.3		-0.401		-1.7		-0.0006		172.6		210.3						
35.938		-517.4		-0.418		-4.3		0.0010		172.5		216.2						
36.035		-508.7		-0.416		0.8		0.0056		173.9		211.5						
36.133		-501.3		-0.451		-4.3		0.0025		172.8		226.3						
36.230		-492.6		-0.456		-1.7		0.0025		173.1		224.5						
36.328		-485.2		-0.475		-0.4		0.0025		173.2		230.3						
36.426		-480.4		-0.477		-1.7		0.0010		172.9		229.0						
36.523		-466.5		-0.502		-1.7		0.0040		173.3		234.1						
36.621		-460.0		-0.519		0.8		0.0056		173.9		238.6						
36.719		-453.9		-0.529		-0.4		0.0010		173.0		240.2						
36.816		-443.9		-0.529		-0.4		0.0040		173.5		234.9						
36.914		-434.3		-0.550		-1.7		0.0025		173.1		238.9						
37.012		-420.0		-0.552		-0.4		0.0025		173.2		231.9						
37.109		-409.1		-0.567		-1.7		0.0025		173.1		231.9						
37.207		-399.6		-0.580		-1.7		0.0025		173.1		231.6						
37.305		-390.4		-0.594		-1.7		0.0040		173.3		232.0						
37.402		-383.9		-0.594		-0.4		0.0040		173.5		228.1						
37.500		-375.2		-0.619		-1.7		0.0025		173.1		232.4						
37.598		-362.6		-0.624		-3.0		0.0040		173.2		226.1						
37.695		-354.3		-0.638		-0.4		0.0056		173.7		226.2						
37.793		-341.3		-0.659		0.8		0.0040		173.6		225.0						
37.891		-329.1		-0.653		-1.7		-0.0006		172.6		214.9						
37.988		-316.5		-0.678		-4.3		0.0025		172.8		214.7						
38.086		-302.6		-0.691		2.1		0.0071		174.2		209.0						
38.184		-291.3		-0.693		-5.5		0.0010		172.4		201.8						
38.281		-277.0		-0.699		-1.7		0.0040		173.3		193.7						
38.379		-263.0		-0.708		-0.4		0.0040		173.5		186.1						
38.477		-242.2		-0.731		-3.0		-0.0006		172.5		177.0						
38.574		-227.0		-0.729		-3.0		0.0025		172.9		165.4						
38.672		-216.5		-0.729		-0.4		0.0040		173.5		157.8						
38.770		-198.7		-0.739		0.8		-0.0006		173.0		146.9						
38.867		-185.2		-0.727		-1.7		-0.0021		172.4		134.6						
38.965		-163.5		-0.720		-0.4		0.0040		173.5		117.7						
39.063		-150.0		-0.727		-1.7		0.0025		173.1		109.0						
39.160		-133.5		-0.718		-0.4		0.0025		173.2		95.9						
39.258		-120.0		-0.720		-1.7		0.0025		173.1		86.4						
39.355		-105.2		-0.720		-0.4		0.0025		173.2		75.8						
39.453		-90.4		-0.724		-0.4		0.0025		173.2		65.5						
39.551		-72.2		-0.716		-0.4		0.0010		173.0		51.7						
39.648		-51.3		-0.718		-4.3		0.0010		172.5		36.8						
39.746		-32.6		-0.693		-1.7		0.0040		173.3		22.6						
39.844		-13.0		-0.685		-0.4		0.0025		173.2		8.9						
39.941		5.2		-0.674		-3.0		-0.0006		172.5		-3.5						
40.039		25.2		-0.678		-5.5		0.0010		172.4		-17.1						
40.137		46.1		-0.661		0.8		0.0040		173.6		-30.5						
40.234		66.5		-0.653		-8.1		0.0010		172.1		-43.4						
40.332		88.7		-0.634		-1.7		0.0025		173.1		-56.2						
40.430		103.5		-0.628		-0.4		0.0010		173.0		-65.0						
40.527		120.4		-0.615		-3.0		0.0010		172.7		-74.1						
40.625		137.0		-0.601		-3.0		0.0025		172.9		-82.2						
40.723		152.6		-0.598		-0.4		0.0056		173.7		-91.3						
40.820		173.0		-0.588		0.8		0.0010		173.2		-101.7						
40.918		186.1		-0.569		-1.7		0.0025		173.1		-105.9						
41.016		203.5		-0.546		-1.7		0.0025		173.1		-111.1						
41.113		217.0		-0.548		-0.4		0.0025		173.2		-118.9						
41.211		230.4		-0.535		-1.7		-0.0021		172.4		-123.4						
41.309		246.1		-0.517		-3.0		0.0010		172.7		-127.1						
41.406		260.9		-0.500		-3.0		0.0025		172.9		-130.4						
41.504		274.8		-0.491		-1.7		0.0010		172.9		-135.0						
41.602		287.8		-0.475		-3.0		0.0010		172.7		-136.6						
41.699		299.1		-0.464		-4.3		0.0010		172.5		-138.8						
41.797		310.4		-0.454		-1.7		0.0040		173.3		-140.8						
41.895		322.6		-0.433		-0.4		0.0025		173.2		-139.5						
