Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		AI8		AI7		Pm		P1		Off		Off		
(ms)		(V)		(A)		(r/min)		(N·m)		(W)		(W)		()		()		
41.309		254.8		-0.010		10.4		0.0033		162.8		-2.7						
41.406		268.3		0.002		6.5		0.0048		162.6		0.6						
41.504		284.8		-0.002		10.4		0.0033		162.8		-0.6						
41.602		296.5		0.017		9.1		0.0033		162.6		5.0						
41.699		307.4		0.000		7.8		0.0002		162.0		0.0						
41.797		318.3		0.004		9.1		0.0017		162.4		1.3						
41.895		329.6		0.000		10.4		0.0033		162.8		0.0						
41.992		340.9		0.006		10.4		0.0017		162.6		2.1						
42.090		352.6		-0.008		9.1		0.0017		162.4		-3.0						
42.188		361.3		0.002		9.1		0.0033		162.6		0.8						
42.285		372.6		-0.002		10.4		0.0048		163.0		-0.8						
42.383		381.3		-0.004		10.4		0.0017		162.6		-1.6						
42.480		393.9		0.000		7.8		0.0002		162.0		0.0						
42.578		406.1		-0.008		5.3		0.0048		162.4		-3.4						
42.676		416.5		-0.004		-21.5		0.0017		158.9		-1.7						
42.773		425.2		-0.002		-21.5		0.0033		159.1		-0.9						
42.871		437.0		-0.006		-22.8		0.0017		158.7		-2.8						
42.969		444.3		0.006		-22.8		0.0002		158.5		2.8						
43.066		457.8		-0.002		-22.8		0.0017		158.7		-1.0						
43.164		466.5		-0.002		-21.5		0.0048		159.3		-1.0						
43.262		476.5		-0.004		-17.7		0.0048		159.7		-2.0						
43.359		486.5		-0.002		-21.5		0.0017		158.9		-1.0						
43.457		494.8		0.000		-25.4		0.0033		158.6		0.0						
43.555		505.7		-0.006		-21.5		0.0048		159.3		-3.2						
43.652		516.1		0.004		-21.5		0.0017		158.9		2.2						
43.750		521.7		0.002		-24.1		-0.0013		158.1		1.1						
43.848		531.7		0.002		-21.5		0.0017		158.9		1.1						
43.945		541.7		0.004		-21.5		0.0017		158.9		2.3						
44.043		548.3		0.000		-22.8		0.0002		158.5		0.0						
44.141		551.3		0.000		-22.8		0.0002		158.5		0.0						
44.238		553.9		0.004		-24.1		0.0002		158.3		2.3						
44.336		557.0		-0.002		-21.5		0.0017		158.9		-1.2						
44.434		558.3		0.000		-21.5		0.0002		158.6		0.0						
44.531		555.2		0.004		-24.1		-0.0029		157.9		2.3						
44.629		556.1		0.000		-25.4		0.0017		158.4		0.0						
44.727		558.7		-0.008		-19.0		-0.0029		158.5		-4.7						
44.824		556.1		0.000		-22.8		0.0017		158.7		0.0						
44.922		557.4		-0.004		-21.5		0.0017		158.9		-2.3						
45.020		554.8		0.013		-21.5		0.0017		158.9		7.0						
45.117		549.6		-0.006		-24.1		0.0002		158.3		-3.5						
45.215		550.0		-0.008		-22.8		0.0033		158.9		-4.6						
45.313		543.9		0.002		-17.7		0.0048		159.7		1.1						
45.410		542.6		0.004		-20.3		0.0002		158.8		2.3						
45.508		538.3		0.006		-21.5		0.0033		159.1		3.4						
45.605		533.9		0.004		-20.3		0.0048		159.4		2.2						
45.703		525.7		0.002		-20.3		0.0017		159.0		1.1						
45.801		518.7		-0.002		-22.8		0.0033		158.9		-1.1						
45.898		510.0		0.004		-22.8		0.0017		158.7		2.1						
45.996		502.6		0.000		-21.5		0.0033		159.1		0.0						
46.094		493.9		0.004		-19.0		0.0017		159.1		2.1						
46.191		489.1		-0.002		-22.8		0.0002		158.5		-1.0						
46.289		481.7		-0.004		-21.5		0.0033		159.1		-2.0						
46.387		471.3		-0.004		-19.0		0.0048		159.6		-2.0						
46.484		464.3		0.006		-20.3		0.0002		158.8		2.9						
46.582		453.5		0.000		-22.8		-0.0013		158.3		0.0						
46.680		442.2		0.008		-25.4		0.0033		158.6		3.7						
46.777		438.7		0.008		-19.0		-0.0075		157.8		3.7						
46.875		425.7		-0.004		-22.8		-0.0013		158.3		-1.8						
46.973		415.2		-0.004		-20.3		0.0048		159.4		-1.7						
47.070		403.5		0.002		-20.3		0.0017		159.0		0.8						
47.168		390.4		0.000		-22.8		0.0002		158.5		0.0						
47.266		386.1		-0.002		-22.8		0.0017		158.7		-0.8						
47.363		372.2		0.004		-19.0		0.0063		159.8		1.6						
47.461		366.1		-0.008		-20.3		0.0017		159.0		-3.1						
47.559		356.5		-0.008		-22.8		0.0017		158.7		-3.0						
47.656		346.5		-0.004		2.7		0.0033		161.9		-1.5						
47.754		335.7		-0.015		2.7		0.0017		161.7		-4.9						
47.852		324.3		-0.002		1.4		0.0017		161.5		-0.7						
47.949		308.7		0.002		4.0		0.0033		162.0		0.6						
48.047		296.1		-0.010		2.7		0.0017		161.7		-3.1						
48.145		280.9		-0.002		2.7		0.0033		161.9		-0.6						
48.242		267.0		0.000		1.4		0.0002		161.3		0.0						
48.340		250.4		0.008		1.4		0.0017		161.5		2.1						
48.438		234.3		-0.008		2.7		0.0048		162.1		-2.0						
48.535		215.7		-0.002		2.7		0.0002		161.4		-0.5						
48.633		203.5		0.004		1.4		-0.0013		161.1		0.9						
48.730		185.2		-0.004		-2.4		0.0002		160.9		-0.8						
48.828		168.3		0.008		4.0		-0.0059		160.7		1.4						
48.926		153.0		0.004		1.4		0.0017		161.5		0.6						
49.023		140.9		0.008		2.7		0.0017		161.7		1.2						
49.121		123.5		0.002		2.7		0.0002		161.4		0.3						
49.219		110.0		0.002		1.4		-0.0013		161.1		0.2						
49.316		94.3		0.002		0.2		0.0002		161.2		0.2						
49.414		75.7		-0.002		2.7		0.0017		161.7		-0.2						
49.512		57.8		0.006		4.0		-0.0013		161.4		0.4						
49.609		37.4		0.006		1.4		0.0063		162.2		0.2						
49.707		19.1		0.004		2.7		0.0017		161.7		0.1						
49.805		3.5		0.002		2.7		0.0002		161.4		0.0						
49.902		-18.7		-0.004		1.4		0.0002		161.3		0.1						
