Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		AI8		AI7		Pm		P1		Off		Off		
(ms)		(V)		(A)		(r/min)		(N·m)		(W)		(W)		()		()		
40.332		108.3		-0.577		-6.3		-0.0016		147.64		-62.5						
40.430		122.2		-0.584		-1.2		-0.0001		148.40		-71.3						
40.527		142.2		-0.563		-2.5		-0.0031		147.81		-80.0						
40.625		159.6		-0.569		-5.1		-0.0031		147.54		-90.8						
40.723		172.2		-0.559		-3.8		0.0015		148.36		-96.2						
40.820		192.6		-0.538		0.0		0.0015		148.76		-103.5						
40.918		207.4		-0.538		-2.5		-0.0001		148.26		-111.5						
41.016		221.3		-0.529		-5.1		-0.0016		147.77		-117.1						
41.113		233.0		-0.508		-2.5		-0.0001		148.26		-118.4						
41.211		248.3		-0.504		-2.5		-0.0016		148.04		-125.1						
41.309		261.3		-0.491		-3.8		-0.0016		147.90		-128.4						
41.406		274.8		-0.472		-3.8		-0.0016		147.90		-129.8						
41.504		288.3		-0.462		-2.5		-0.0001		148.26		-133.2						
41.602		299.6		-0.443		0.0		-0.0016		148.30		-132.7						
41.699		313.0		-0.439		-1.2		-0.0031		147.94		-137.4						
41.797		324.8		-0.422		-1.2		-0.0016		148.17		-137.1						
41.895		335.2		-0.407		0.0		-0.0001		148.53		-136.6						
41.992		347.8		-0.393		1.3		-0.0016		148.44		-136.6						
42.090		358.7		-0.401		0.0		-0.0047		147.85		-143.9						
42.188		368.7		-0.361		-3.8		-0.0031		147.68		-133.2						
42.285		378.7		-0.355		2.6		0.0045		149.48		-134.4						
42.383		389.6		-0.334		5.1		-0.0016		148.84		-130.1						
42.480		402.2		-0.307		0.0		-0.0016		148.30		-123.3						
42.578		412.2		-0.302		-1.2		-0.0047		147.71		-124.6						
42.676		422.2		-0.292		-2.5		-0.0047		147.58		-123.2						
42.773		433.9		-0.279		-1.2		-0.0016		148.17		-121.2						
42.871		440.0		-0.258		2.6		-0.0016		148.57		-113.6						
42.969		448.3		-0.227		1.3		-0.0031		148.21		-101.7						
43.066		462.6		-0.235		-2.5		-0.0031		147.81		-108.8						
43.164		472.6		-0.214		0.0		-0.0031		148.08		-101.2						
43.262		482.2		-0.193		0.0		-0.0031		148.08		-93.1						
43.359		492.2		-0.166		-1.2		-0.0047		147.71		-81.6						
43.457		500.4		-0.145		-1.2		-0.0047		147.71		-72.5						
43.555		508.7		-0.134		0.0		-0.0031		148.08		-68.4						
43.652		519.6		-0.099		-1.2		-0.0047		147.71		-51.3						
43.750		527.8		-0.090		0.0		-0.0031		148.08		-47.7						
43.848		537.8		-0.063		-1.2		-0.0047		147.71		-33.9						
43.945		542.2		-0.036		-1.2		-0.0001		148.40		-19.4						
44.043		550.0		-0.017		0.0		-0.0001		148.53		-9.2						
44.141		559.6		0.008		0.0		-0.0016		148.30		4.7						
44.238		557.0		0.031		-5.1		-0.0001		148.00		17.5						
44.336		557.0		0.052		1.3		0.0091		150.03		29.2						
44.434		556.1		0.069		-1.2		0.0015		148.63		38.5						
44.531		559.6		0.103		0.0		0.0015		148.76		57.6						
44.629		553.9		0.115		-1.2		-0.0001		148.40		64.0						
44.727		557.4		0.139		-1.2		-0.0001		148.40		77.2						
44.824		555.2		0.160		-1.2		-0.0001		148.40		88.6						
44.922		555.7		0.187		1.3		0.0045		149.35		103.8						
45.020		554.3		0.204		1.3		0.0015		148.89		112.9						
45.117		552.2		0.235		-1.2		0.0015		148.63		129.9						
45.215		548.3		0.244		1.3		0.0030		149.12		133.5						
45.313		544.8		0.239		0.0		0.0015		148.76		130.4						
45.410		541.3		0.273		0.0		0.0030		148.99		147.8						
45.508		534.8		0.290		-1.2		0.0015		148.63		155.0						
45.605		531.3		0.313		0.0		-0.0001		148.53		166.2						
45.703		522.6		0.330		1.3		0.0015		148.89		172.3						
45.801		521.7		0.346		0.0		-0.0016		148.30		180.8						
45.898		510.0		0.374		0.0		-0.0001		148.53		190.6						
45.996		500.4		0.380		1.3		0.0030		149.12		190.2						
46.094		490.9		0.403		2.6		0.0015		149.03		197.9						
46.191		487.0		0.409		0.0		-0.0031		148.08		199.4						
46.289		477.0		0.422		-3.8		0.0015		148.36		201.3						
46.387		467.4		0.430		2.6		0.0091		150.17		201.2						
46.484		460.4		0.441		1.3		-0.0001		148.66		203.0						
46.582		450.9		0.443		2.6		0.0030		149.25		199.8						
46.680		440.9		0.462		2.6		-0.0016		148.57		203.7						
46.777		431.7		0.462		0.0		-0.0016		148.30		199.4						
46.875		417.4		0.493		0.0		0.0015		148.76		206.0						
46.973		406.1		0.496		3.9		0.0030		149.39		201.2						
47.070		400.9		0.506		3.9		0.0015		149.16		202.9						
47.168		388.3		0.521		1.3		-0.0001		148.66		202.2						
47.266		381.3		0.521		1.3		0.0015		148.89		198.6						
47.363		371.3		0.561		2.6		-0.0001		148.80		208.2						
47.461		360.4		0.550		1.3		-0.0001		148.66		198.3						
47.559		352.6		0.565		1.3		-0.0001		148.66		199.2						
47.656		337.0		0.577		0.0		0.0015		148.76		194.6						
47.754		327.8		0.594		2.6		0.0015		149.03		194.8						
47.852		314.8		0.617		1.3		-0.0001		148.66		194.3						
47.949		304.3		0.626		1.3		0.0015		148.89		190.4						
48.047		288.7		0.632		0.0		0.0015		148.76		182.5						
48.145		273.9		0.647		3.9		0.0015		149.16		177.1						
48.242		260.0		0.645		1.3		-0.0031		148.21		167.6						
48.340		244.3		0.666		-2.5		-0.0001		148.26		162.6						
48.438		230.0		0.659		2.6		0.0045		149.48		151.6						
48.535		210.9		0.657		3.9		0.0015		149.16		138.6						
48.633		195.2		0.664		1.3		0.0015		148.89		129.5						
48.730		177.0		0.657		2.6		-0.0001		148.80		116.3						
48.828		163.5		0.668		0.0		-0.0001		148.53		109.2						
48.926		147.0		0.678		0.0		-0.0001		148.53		99.7						
49.023		130.9		0.672		2.6		0.0030		149.25		87.9						
49.121		117.4		0.674		1.3		-0.0016		148.44		79.1						
49.219		101.7		0.664		2.6		0.0030		149.25		67.5						
49.316		85.2		0.664		1.3		0.0015		148.89		56.5						
49.414		66.1		0.659		1.3		-0.0016		148.44		43.6						
49.512		48.3		0.640		1.3		-0.0001		148.66		30.9						
49.609		30.0		0.649		0.0		-0.0001		148.53		19.5						
49.707		8.3		0.649		0.0		-0.0001		148.53		5.4						
49.805		-8.7		0.617		2.6		-0.0001		148.80		-5.4						
49.902		-28.3		0.622		2.6		-0.0001		148.80		-17.6						
