Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		AI8		AI7		Pm		P1		Off		Off		
(ms)		(V)		(A)		(r/min)		(N·m)		(W)		(W)		()		()		
10.059		-15.2		0.859		-2.9		0.0039		79.5		-13.1						
10.156		-24.8		0.842		-2.9		0.0023		79.4		-20.9						
10.254		-35.2		0.821		-5.4		0.0008		79.0		-28.9						
10.352		-46.1		0.808		-5.4		0.0039		79.3		-37.3						
10.449		-55.2		0.783		-2.9		0.0039		79.5		-43.2						
10.547		-63.5		0.773		-2.9		0.0023		79.4		-49.0						
10.645		-75.7		0.750		-2.9		0.0039		79.5		-56.7						
10.742		-82.6		0.741		-2.9		0.0023		79.4		-61.2						
10.840		-90.4		0.710		-5.4		0.0008		79.0		-64.2						
10.938		-103.0		0.699		-5.4		0.0023		79.2		-72.0						
11.035		-107.0		0.685		-5.4		0.0023		79.2		-73.2						
11.133		-117.4		0.661		-4.1		0.0023		79.3		-77.6						
11.230		-122.6		0.624		-4.1		-0.0007		79.0		-76.5						
11.328		-127.8		0.628		-5.4		0.0023		79.2		-80.3						
11.426		-138.3		0.598		-2.9		0.0039		79.5		-82.7						
11.523		-146.1		0.580		-1.6		0.0039		79.6		-84.7						
11.621		-154.8		0.556		-4.1		0.0008		79.1		-86.1						
11.719		-160.4		0.533		-8.0		0.0039		79.1		-85.6						
11.816		-163.0		0.514		-2.9		0.0100		80.1		-83.9						
11.914		-171.3		0.493		-6.7		0.0008		78.9		-84.5						
12.012		-178.7		0.468		-5.4		0.0023		79.2		-83.7						
12.109		-181.3		0.441		-4.1		0.0039		79.4		-79.9						
12.207		-187.8		0.403		-1.6		0.0023		79.5		-75.7						
12.305		-193.9		0.388		-5.4		0.0008		79.0		-75.3						
12.402		-199.6		0.361		-4.1		0.0039		79.4		-72.1						
12.500		-204.8		0.334		-1.6		0.0069		79.9		-68.4						
12.598		-210.0		0.296		-4.1		0.0023		79.3		-62.2						
12.695		-219.6		0.275		-2.9		0.0115		80.3		-60.4						
12.793		-221.7		0.244		-4.1		0.0023		79.3		-54.0						
12.891		-227.4		0.239		-5.4		0.0039		79.3		-54.4						
12.988		-234.3		0.193		-4.1		0.0023		79.3		-45.3						
13.086		-237.0		0.168		-4.1		0.0054		79.6		-39.8						
13.184		-243.0		0.132		-4.1		0.0039		79.4		-32.2						
13.281		-247.0		0.078		-4.1		0.0008		79.1		-19.2						
13.379		-253.9		0.063		-6.7		0.0039		79.2		-16.0						
13.477		-257.4		0.034		-4.1		0.0054		79.6		-8.6						
13.574		-265.2		0.002		-1.6		0.0054		79.8		-0.6						
13.672		-268.3		-0.027		-5.4		-0.0038		78.6		7.3						
13.770		-273.9		-0.063		-6.7		-0.0007		78.8		17.3						
13.867		-278.7		-0.105		-2.9		0.0069		79.8		29.3						
13.965		-283.9		-0.124		-5.4		-0.0023		78.7		35.2						
14.063		-285.2		-0.168		-5.4		-0.0007		78.9		47.9						
14.160		-290.9		-0.183		-4.1		0.0008		79.1		53.1						
14.258		-293.0		-0.223		-0.3		-0.0007		79.3		65.2						
14.355		-294.8		-0.248		-2.9		-0.0023		78.9		73.0						
14.453		-292.2		-0.277		-2.9		-0.0007		79.1		81.0						
14.551		-293.5		-0.292		-1.6		0.0039		79.6		85.7						
14.648		-293.0		-0.342		-0.3		-0.0007		79.3		100.3						
14.746		-292.2		-0.365		-0.3		-0.0099		78.4		106.7						
14.844		-293.0		-0.393		-1.6		-0.0007		79.2		115.1						
14.941		-290.9		-0.405		-1.6		-0.0007		79.2		117.9						
15.039		-291.7		-0.439		-2.9		-0.0007		79.1		128.0						
15.137		-296.5		-0.464		-1.6		0.0008		79.3		137.6						
15.234		-290.9		-0.489		-1.6		0.0008		79.3		142.3						
15.332		-290.9		-0.521		-1.6		-0.0023		79.0		151.5						
15.430		-288.7		-0.552		-2.9		0.0008		79.2		159.4						
