Time,E1,I1,E2,I2,E3,I3,AI8,Pm,Torque,Category
0,0.9,-461.7,457.4,-0.49,0.1,0.27,1471.6,48.6,1,Normal
0.1,20.9,-473.5,446.5,-0.5,0.1,0.26,1474.2,49.1,1,Normal
0.2,40.9,-477.4,438.2,-0.49,0.14,0.24,1476.8,49.4,1,Normal
0.29,58.7,-489.6,429.9,-0.48,0.12,0.25,1476.8,48.7,1,Normal
0.39,76.1,-500,419,-0.49,0.14,0.23,1472.9,48.6,1,Normal
0.49,94.4,-505.7,412.4,-0.48,0.16,0.22,1471.6,48.6,1,Normal
0.59,113.1,-517.4,397.6,-0.47,0.18,0.23,1474.2,48.9,1,Normal
0.68,130.9,-523.9,389.7,-0.45,0.2,0.22,1475.5,48.7,1,Normal
0.78,151.4,-532.2,381,-0.47,0.22,0.2,1472.9,48.6,1,Normal
0.88,166.6,-537.4,370.1,-0.45,0.23,0.2,1472.9,48.6,1,Normal
0.98,181,-542.6,362.2,-0.46,0.25,0.18,1474.2,48.9,1,Normal
1.07,200.5,-548.7,348.7,-0.45,0.27,0.17,1474.2,48.9,1,Normal
1.17,214,-553.5,334.8,-0.44,0.29,0.15,1474.2,48.7,1,Normal
1.27,233.2,-550.4,321.2,-0.43,0.31,0.14,1472.9,48.4,1,Normal
1.37,244.5,-553.5,306.8,-0.42,0.33,0.14,1472.9,48.6,1,Normal
1.47,258.8,-552.6,292,-0.4,0.34,0.14,1474.2,48.7,1,Normal
1.56,271.5,-550.4,277.1,-0.4,0.37,0.13,1474.2,48.7,1,Normal
1.66,281.5,-551.3,267.1,-0.4,0.38,0.12,1474.2,48.9,1,Normal
1.76,296.2,-551.7,255.3,-0.39,0.39,0.1,1472.9,48.6,1,Normal
1.86,309.7,-552.6,242.7,-0.4,0.39,0.09,1474.2,48.7,1,Normal
1.95,319.7,-549.1,226.5,-0.37,0.41,0.07,1472.9,48.6,1,Normal
2.05,332.8,-547.4,209.5,-0.37,0.39,0.06,1472.9,48.8,1,Normal
2.15,341.9,-541.7,196.4,-0.4,0.42,0.02,1474.2,48.2,1,Normal
2.25,355.8,-537,176.3,-0.39,0.41,0,1475.5,48.5,1,Normal
2.34,368,-530.4,163.2,-0.37,0.41,-0.02,1474.2,47.9,1,Normal
2.44,377.6,-528.7,144.5,-0.38,0.42,-0.02,1471.6,47.9,1,Normal
2.54,389.8,-518.7,128.3,-0.38,0.42,-0.03,1472.9,48.1,1,Normal
2.64,399.3,-514.8,113.5,-0.37,0.42,-0.04,1475.5,48.5,1,Normal
2.73,408.5,-505.7,98.6,-0.37,0.43,-0.06,1475.5,48,1,Normal
2.83,415.9,-497,79.9,-0.35,0.41,-0.08,1472.9,46.5,1,Normal
2.93,426.8,-493,65.9,-0.35,0.42,-0.09,1467.8,47.7,1,Normal
3.03,435,-482.2,45.4,-0.34,0.42,-0.11,1474.2,48.4,1,Normal
3.13,443.3,-474.8,31,-0.35,0.42,-0.12,1475.5,48.2,1,Normal
3.22,454.2,-470,10,-0.34,0.42,-0.14,1474.2,47.9,1,Normal
3.32,463.3,-458.7,-9.2,-0.31,0.42,-0.15,1472.9,47.9,1,Normal
3.42,473.3,-447.4,-24.4,-0.32,0.43,-0.17,1471.6,48.1,1,Normal
3.52,480.3,-439.6,-43.2,-0.3,0.42,-0.17,1474.2,48.2,1,Normal
3.61,488.5,-430,-60.2,-0.29,0.42,-0.2,1475.5,48.2,1,Normal
3.71,499.8,-421.3,-77.7,-0.29,0.41,-0.21,1472.9,47.9,1,Normal
3.81,509,-411.7,-93.8,-0.29,0.42,-0.23,1471.6,48.1,1,Normal
3.91,519.4,-403,-115.2,-0.28,0.39,-0.24,1474.2,48.4,1,Normal
4,525.5,-393.9,-132.7,-0.27,0.39,-0.26,1472.9,47.9,1,Normal
4.1,531.2,-382.2,-153.6,-0.25,0.39,-0.27,1472.9,47.9,1,Normal
4.2,542,-372.6,-167.6,-0.25,0.38,-0.29,1472.9,48.1,1,Normal
4.3,544.6,-363.5,-182.4,-0.25,0.38,-0.32,1475.5,48.7,1,Normal
4.4,549.9,-353.9,-194.2,-0.23,0.39,-0.34,1475.5,48,1,Normal
4.49,549.9,-343,-210.8,-0.25,0.37,-0.35,1471.6,47.6,1,Normal
4.59,557.7,-331.7,-223.9,-0.22,0.36,-0.38,1471.6,48.1,1,Normal
4.69,553.8,-316.1,-237.9,-0.22,0.36,-0.39,1474.2,48.4,1,Normal
4.79,555.5,-299.1,-250.5,-0.22,0.34,-0.4,1475.5,48.5,1,Normal
4.88,553.8,-283.5,-268.8,-0.2,0.34,-0.41,1472.9,47.9,1,Normal
4.98,552.5,-267.8,-283.7,-0.19,0.32,-0.45,1471.6,47.9,1,Normal
5.08,550.7,-253.5,-295.5,-0.17,0.34,-0.45,1472.9,48.1,1,Normal
5.18,551.2,-240.9,-304.6,-0.17,0.33,-0.45,1475.5,48.5,1,Normal
5.27,547.3,-228.7,-319.9,-0.15,0.32,-0.46,1474.2,48.2,1,Normal
5.37,547.3,-217.4,-333.4,-0.13,0.33,-0.46,1472.9,47.9,1,Normal
5.47,545.5,-200.9,-342.6,-0.1,0.34,-0.46,1472.9,48.1,1,Normal
5.57,542,-181.7,-357.9,-0.1,0.33,-0.47,1474.2,48.4,1,Normal
5.66,537.2,-166.5,-370.1,-0.06,0.32,-0.47,1474.2,48.2,1,Normal
5.76,531.2,-149.6,-384.9,-0.07,0.32,-0.49,1471.6,47.9,1,Normal
5.86,524.6,-131.7,-388.4,-0.04,0.31,-0.48,1471.6,48.1,1,Normal
5.96,517.7,-120.9,-398,-0.04,0.31,-0.49,1475.5,48.5,1,Normal
6.06,509.8,-106.1,-405,-0.03,0.3,-0.51,1474.2,48.2,1,Normal
6.15,502.9,-88.7,-413.3,0,0.3,-0.5,1472.9,47.9,1,Normal
6.25,497.7,-67.8,-426.4,0.03,0.29,-0.48,1472.9,48.1,1,Normal
6.35,489,-49.6,-433,0.03,0.31,-0.49,1474.2,48.4,1,Normal
6.45,477.7,-32.6,-444.3,0.07,0.28,-0.5,1474.2,47.9,1,Normal
6.54,473.7,-14.8,-458.7,0.06,0.29,-0.5,1472.9,47.9,1,Normal
6.64,462,0.4,-464.4,0.07,0.28,-0.49,1471.6,47.9,1,Normal
6.74,453.7,19.6,-470.9,0.07,0.27,-0.5,1474.2,48.4,1,Normal
6.84,444.2,37.4,-480.1,0.09,0.26,-0.52,1474.2,48.2,1,Normal
6.93,435,57.8,-489.3,0.11,0.24,-0.51,1474.2,48.2,1,Normal
7.03,426.8,76.1,-501.5,0.11,0.24,-0.51,1472.9,47.9,1,Normal
7.13,416.3,93.9,-508,0.13,0.23,-0.5,1472.9,48.1,1,Normal
7.23,404.6,112.2,-521.5,0.15,0.23,-0.49,1475.5,48.2,1,Normal
7.32,397.2,125.2,-529.4,0.18,0.23,-0.47,1474.2,48.2,1,Normal
7.42,387.6,144.3,-529.8,0.19,0.23,-0.48,1472.9,48.1,1,Normal
7.52,378.5,161.7,-539.4,0.21,0.21,-0.47,1474.2,48.2,1,Normal
7.62,370.6,180.9,-547.3,0.24,0.18,-0.47,1474.2,48.2,1,Normal
7.72,357.2,193.9,-549.5,0.24,0.18,-0.44,1474.2,48.2,1,Normal
7.81,345.8,212.6,-560.8,0.26,0.18,-0.44,1476.8,48.3,1,Normal
7.91,335,227.8,-564.8,0.27,0.17,-0.45,1476.8,48.5,1,Normal
8.01,326.7,240.9,-568.7,0.32,0.17,-0.42,1479.3,48.8,1,Normal
8.11,311.5,253.9,-567.8,0.35,0.16,-0.41,1480.6,48.4,1,Normal
8.2,296.2,268.3,-563,0.38,0.16,-0.4,1479.3,48.1,1,Normal
8.3,281.5,281.3,-562.6,0.41,0.15,-0.39,1478,48.3,1,Normal
8.4,268,294.3,-558.2,0.43,0.16,-0.37,1479.3,48.8,1,Normal
8.5,251.9,305.2,-551.2,0.44,0.14,-0.35,1480.6,48.4,1,Normal
8.59,232.7,317,-550.4,0.47,0.13,-0.34,1479.3,48.3,1,Normal
8.69,218.8,331.3,-543.4,0.47,0.12,-0.34,1478,48.3,1,Normal
8.79,201.8,336.1,-539.4,0.47,0.1,-0.35,1479.3,48.6,1,Normal
8.89,185.8,349.1,-538.6,0.47,0.08,-0.35,1480.6,48.6,1,Normal
8.98,171.4,360.4,-532,0.45,0.07,-0.34,1479.3,48.3,1,Normal
9.08,156.2,369.6,-523.7,0.47,0.03,-0.35,1479.3,48.3,1,Normal
9.18,142.7,380.9,-520.2,0.45,0.02,-0.34,1478,48.3,1,Normal
9.28,127,388.7,-515.9,0.47,0,-0.33,1480.6,48.4,1,Normal
9.38,112.2,401.3,-512.8,0.47,0,-0.32,1480.6,48.6,1,Normal
9.47,93.5,408.7,-501.5,0.47,-0.01,-0.31,1479.3,48.1,1,Normal
9.57,79.6,419.1,-498.9,0.47,-0.04,-0.31,1478,48.3,1,Normal
9.67,64.4,427.4,-490.1,0.48,-0.06,-0.31,1479.3,48.6,1,Normal
9.77,48.3,436.1,-487.1,0.48,-0.07,-0.3,1480.6,48.4,1,Normal
9.86,30.5,447.8,-474.9,0.5,-0.08,-0.29,1478,48.1,1,Normal
9.96,12.2,454.8,-467.9,0.48,-0.08,-0.28,1478,48.3,1,Normal
10.06,-6.1,464.3,-456.5,0.49,-0.09,-0.27,1479.3,48.8,1,Normal
10.16,-25.2,471.7,-448.7,0.49,-0.12,-0.27,1480.6,48.6,1,Normal
10.25,-43.5,482.6,-439.1,0.48,-0.11,-0.26,1479.3,47.9,1,Normal
10.35,-63.9,493,-429.9,0.47,-0.14,-0.24,1478,48.1,1,Normal
10.45,-81.8,502.6,-414.6,0.47,-0.16,-0.24,1479.3,48.6,1,Normal
10.55,-97.9,511.3,-406.8,0.45,-0.17,-0.23,1479.3,48.6,1,Normal
10.65,-116.2,516.5,-398.5,0.47,-0.2,-0.21,1479.3,48.1,1,Normal
10.74,-134,525.7,-390.6,0.47,-0.22,-0.22,1478,48.1,1,Normal
10.84,-149.2,535.2,-378.8,0.44,-0.22,-0.2,1479.3,48.3,1,Normal
10.94,-170.5,543.9,-370.1,0.45,-0.25,-0.18,1480.6,48.6,1,Normal
11.04,-186.2,549.6,-356.6,0.44,-0.26,-0.18,1479.3,48.1,1,Normal
11.13,-206.2,550,-343.9,0.43,-0.27,-0.16,1476.8,48,1,Normal
11.23,-218.8,550.4,-328.6,0.44,-0.3,-0.16,1478,48.3,1,Normal
11.33,-235.3,555.2,-314.7,0.42,-0.33,-0.16,1480.6,48.6,1,Normal
11.43,-247.1,553.5,-301.6,0.4,-0.35,-0.16,1479.3,48.3,1,Normal
11.52,-260.6,553.5,-288.9,0.4,-0.36,-0.15,1478,48.1,1,Normal
11.62,-275.4,553.5,-275,0.39,-0.38,-0.14,1479.3,48.6,1,Normal
11.72,-286.2,550,-263.6,0.39,-0.38,-0.12,1479.3,48.6,1,Normal
11.82,-294.5,549.6,-250.5,0.38,-0.39,-0.11,1479.3,48.3,1,Normal
11.91,-310.6,546.1,-235.2,0.38,-0.39,-0.07,1478,48.1,1,Normal
12.01,-325,543.5,-216.9,0.38,-0.4,-0.05,1478,48.3,1,Normal
12.11,-335.8,543.5,-202.5,0.38,-0.41,-0.05,1479.3,48.6,1,Normal
12.21,-347.1,536.5,-188.5,0.38,-0.4,-0.03,1479.3,48.3,1,Normal
12.31,-358.9,533.9,-175.5,0.39,-0.4,-0.02,1478,48.1,1,Normal
12.4,-368,533.5,-160.6,0.37,-0.41,0.02,1478,48.1,1,Normal
12.5,-381.9,525.2,-144,0.37,-0.42,0.01,1480.6,48.6,1,Normal
12.6,-389.3,516.5,-125.3,0.36,-0.42,0.02,1480.6,48.4,1,Normal
12.7,-398.5,509.1,-105.6,0.37,-0.43,0.04,1479.3,49.1,1,Normal
12.79,-411.1,503,-87.3,0.35,-0.43,0.08,1485.7,49,1,Normal
12.89,-420.2,497.8,-72,0.34,-0.42,0.08,1485.7,49,1,Normal
12.99,-432,487,-58,0.36,-0.42,0.1,1487,49.3,1,Normal
13.09,-439.4,482.6,-40.2,0.33,-0.42,0.12,1487,49.1,1,Normal
13.18,-446.8,477,-25.3,0.33,-0.41,0.13,1484.4,48.8,1,Normal
13.28,-453.3,465.7,-9.6,0.32,-0.42,0.13,1485.7,49.3,1,Normal
13.38,-463.7,455.7,9.2,0.31,-0.44,0.15,1488.2,49.4,1,Normal
13.48,-469.8,444.8,27.9,0.32,-0.44,0.17,1485.7,49,1,Normal
13.57,-481.6,435.7,48,0.3,-0.43,0.17,1485.7,48.8,1,Normal
13.67,-491.6,426.5,66.8,0.31,-0.42,0.2,1485.7,49.5,1,Normal
13.77,-501.1,420.4,86,0.29,-0.42,0.22,1488.2,49.6,1,Normal
13.87,-512.9,407.4,102.1,0.29,-0.41,0.23,1485.7,49,1,Normal
13.97,-518.1,398.7,122.2,0.28,-0.39,0.25,1485.7,48.8,1,Normal
14.06,-524.6,385.7,137.5,0.28,-0.39,0.26,1484.4,49.2,1,Normal
14.16,-535.9,376.1,156.2,0.26,-0.38,0.28,1487,49.3,1,Normal
14.26,-543.8,366.5,173.7,0.25,-0.38,0.3,1487,49.3,1,Normal
14.36,-545.9,360.9,189,0.23,-0.38,0.33,1485.7,48.8,1,Normal
14.45,-554.6,351.3,203.4,0.22,-0.38,0.33,1484.4,48.8,1,Normal
14.55,-555.1,337.4,214.7,0.22,-0.38,0.35,1485.7,49.5,1,Normal
14.65,-553.3,327.8,227.8,0.21,-0.37,0.37,1485.7,49.3,1,Normal
14.75,-553.8,312.6,242.2,0.21,-0.37,0.4,1485.7,49,1,Normal
14.84,-550.3,296.1,257.5,0.22,-0.35,0.41,1485.7,49.3,1,Normal
14.94,-554.2,280,270.2,0.19,-0.34,0.43,1487,49.3,1,Normal
15.04,-549.9,266.5,282.4,0.18,-0.33,0.44,1487,49.5,1,Normal
15.14,-547.7,249.1,296.3,0.16,-0.33,0.45,1485.7,48.8,1,Normal
15.23,-548.6,240.9,313.4,0.14,-0.33,0.45,1485.7,49,1,Normal
15.33,-549,225.2,325.2,0.12,-0.34,0.46,1487,49.3,1,Normal
15.43,-543.8,208.7,340,0.13,-0.34,0.46,1485.7,48.6,1,Normal
15.53,-540.7,193,345.7,0.1,-0.32,0.47,1485.7,49,1,Normal
15.63,-537.7,179.6,360.9,0.08,-0.34,0.48,1485.7,49,1,Normal
15.72,-533.8,165.2,371,0.09,-0.33,0.48,1487,49.3,1,Normal
15.82,-527.2,148.7,381.9,0.07,-0.33,0.5,1485.7,49.3,1,Normal
15.92,-519,132.6,391.5,0.05,-0.3,0.5,1485.7,49.3,1,Normal
16.02,-512.9,115.2,401.5,0.02,-0.32,0.49,1485.7,49,1,Normal
16.11,-507.7,99.1,411.1,0.02,-0.31,0.49,1484.4,49,1,Normal
16.21,-500.7,80.9,420.7,0,-0.3,0.48,1485.7,49.3,1,Normal
16.31,-493.7,63.9,428.6,-0.02,-0.32,0.49,1485.7,49,1,Normal
16.41,-485,44.8,436,-0.04,-0.3,0.48,1485.7,48.8,1,Normal
16.5,-473.3,30.9,445.6,-0.04,-0.3,0.5,1483.1,48.9,1,Normal
16.6,-467.2,11.3,456.1,-0.07,-0.27,0.5,1485.7,49,1,Normal
16.7,-459.8,-7,465.7,-0.06,-0.27,0.51,1487,48.6,1,Normal
16.8,-450.7,-26.1,477,-0.09,-0.26,0.52,1483.1,48.7,1,Normal
16.9,-443.3,-43.9,483.6,-0.07,-0.27,0.49,1484.4,49,1,Normal
16.99,-432.4,-64.8,492.7,-0.13,-0.24,0.5,1485.7,49.3,1,Normal
17.09,-422.4,-80.9,504.5,-0.13,-0.24,0.5,1487,49.3,1,Normal
17.19,-410.7,-97.4,509.8,-0.15,-0.24,0.5,1485.7,49,1,Normal
17.29,-401.1,-117.8,515.4,-0.16,-0.23,0.48,1485.7,49,1,Normal
17.38,-391.5,-130.4,523.7,-0.17,-0.23,0.49,1487,49.1,1,Normal
17.48,-383.7,-150.4,534.2,-0.19,-0.22,0.47,1487,49.1,1,Normal
17.58,-373.2,-169.1,541.2,-0.21,-0.2,0.47,1485.7,49,1,Normal
17.68,-360.2,-186.5,549.9,-0.22,-0.2,0.48,1485.7,48.8,1,Normal
17.77,-353.2,-201.7,556,-0.24,-0.19,0.47,1487,49.1,1,Normal
17.87,-343.7,-215.7,557.8,-0.26,-0.19,0.45,1488.2,49.1,1,Normal
17.97,-327.1,-230.9,557.3,-0.31,-0.16,0.45,1487,49.1,1,Normal
18.07,-316.7,-246.1,564.3,-0.32,-0.17,0.42,1488.2,49.1,1,Normal
18.16,-303.2,-258.3,561.3,-0.36,-0.17,0.41,1487,49.1,1,Normal
18.26,-290.2,-270.4,564.8,-0.38,-0.18,0.39,1487,49.1,1,Normal
18.36,-274.5,-283,557.3,-0.4,-0.16,0.39,1487,49.1,1,Normal
18.46,-259.7,-293,556.5,-0.41,-0.16,0.36,1485.7,48.8,1,Normal
18.56,-244.9,-311.7,553.8,-0.44,-0.14,0.36,1485.7,49,1,Normal
18.65,-228,-321.3,549.9,-0.44,-0.13,0.36,1487,49.3,1,Normal
18.75,-213.2,-331.3,543.4,-0.44,-0.12,0.36,1489.5,47,1,Normal
18.85,-196.6,-339.1,538.1,-0.47,-0.09,0.35,1487,48.8,1,Normal
18.95,-184,-351.3,536.4,-0.46,-0.08,0.35,1485.7,48.8,1,Normal
19.04,-165.3,-365.7,529.8,-0.47,-0.07,0.34,1487,49.3,1,Normal
19.14,-151.4,-377.4,524.2,-0.48,-0.04,0.35,1488.2,49.4,1,Normal
19.24,-134,-383,515.9,-0.47,-0.05,0.33,1488.2,48.9,1,Normal
19.34,-116.6,-393.9,507.6,-0.47,-0.01,0.33,1485.7,48.8,1,Normal
