Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		AI8		AI7		Pm		P1		Off		Off		
(ms)		(V)		(A)		(r/min)		(N·m)		(W)		(W)		()		()		
46.191		435.2		1.436		-2.2		0.0024		235.1		625.1						
46.289		424.8		1.491		-6.0		-0.0022		233.6		633.3						
46.387		419.6		1.489		-8.6		-0.0328		230.2		624.6						
46.484		410.0		1.529		-35.4		0.0070		226.5		626.7						
46.582		407.4		1.560		-3.5		0.0055		235.0		635.6						
46.680		397.0		1.583		-3.5		0.0101		235.4		628.5						
46.777		387.8		1.613		-0.9		0.0101		236.1		625.4						
46.875		379.6		1.625		-0.9		0.0101		236.1		616.9						
46.973		373.5		1.644		-2.2		0.0070		235.5		614.0						
47.070		360.4		1.705		-2.2		0.0086		235.6		614.5						
47.168		354.3		1.701		1.7		0.0116		237.0		602.7						
47.266		342.6		1.715		2.9		0.0070		236.9		587.7						
47.363		340.0		1.732		1.7		0.0055		236.4		589.0						
47.461		331.7		1.760		0.4		0.0070		236.2		583.7						
47.559		321.3		1.774		0.4		0.0070		236.2		570.1						
47.656		311.3		1.789		-0.9		0.0086		236.0		556.9						
47.754		303.0		1.797		0.4		0.0070		236.2		544.7						
47.852		291.7		1.802		0.4		0.0070		236.2		525.6						
47.949		279.1		1.831		-2.2		0.0055		235.4		511.1						
48.047		272.6		1.816		-2.2		0.0101		235.8		495.1						
48.145		257.8		1.829		1.7		0.0086		236.7		471.5						
48.242		246.5		1.848		-0.9		0.0024		235.4		455.5						
48.340		231.7		1.825		-4.7		-0.0022		234.0		422.8						
48.438		213.9		1.860		-8.6		-0.0328		230.2		398.0						
48.535		201.3		1.841		-32.8		0.0101		227.4		370.7						
48.633		188.3		1.835		0.4		0.0086		236.3		345.5						
48.730		175.2		1.827		-0.9		0.0086		236.0		320.1						
48.828		157.8		1.820		-0.9		0.0101		236.1		287.3						
48.926		143.5		1.816		-0.9		0.0101		236.1		260.6						
49.023		128.7		1.783		-0.9		0.0086		236.0		229.4						
49.121		119.1		1.757		-2.2		0.0101		235.8		209.4						
49.219		102.6		1.747		1.7		0.0147		237.2		179.3						
49.316		89.6		1.718		2.9		0.0086		237.0		153.8						
49.414		73.0		1.703		0.4		0.0101		236.5		124.4						
49.512		57.8		1.688		-0.9		0.0086		236.0		97.6						
49.609		43.9		1.661		-0.9		0.0086		236.0		72.9						
49.707		26.5		1.617		-2.2		0.0101		235.8		42.9						
49.805		11.3		1.606		-0.9		0.0086		236.0		18.2						
49.902		-6.5		1.556		-0.9		0.0070		235.8		-10.1						
