Time ,E1,I1,AI8,AI7,Pm,P1
0,7,-0.697,-5.3,0.0017,180.8,-4.8
0.098,26.5,-0.68,-2.7,0.0017,181.1,-18
0.195,44.3,-0.674,-1.4,0.0032,181.5,-29.9
0.293,62.2,-0.67,-4,0.0002,180.7,-41.6
0.391,82.2,-0.657,-4,0.0017,180.9,-54
0.488,99.1,-0.653,-2.7,0.0032,181.3,-64.7
0.586,117.4,-0.624,-1.4,0.0017,181.3,-73.2
0.684,136.1,-0.603,-1.4,0.0002,181,-82
0.781,156.1,-0.596,-6.5,0.0002,180.4,-93.1
0.879,171.3,-0.59,-2.7,0.0032,181.3,-101.1
0.977,188.7,-0.575,1.1,0.0017,181.6,-108.6
1.074,200.9,-0.559,-2.7,0.0017,181.1,-112.2
1.172,216.5,-0.538,-2.7,0.0017,181.1,-116.4
1.27,230.4,-0.542,-2.7,0.0002,180.9,-124.8
1.367,244.8,-0.523,-4,0.0017,180.9,-128
1.465,261.7,-0.508,-1.4,0.0032,181.5,-133
1.563,273.5,-0.5,-0.2,0.0017,181.4,-136.7
1.66,284.8,-0.477,-2.7,-0.0029,180.4,-135.7
1.758,299.6,-0.458,-2.7,0.0002,180.9,-137.1
1.855,310.4,-0.449,-1.4,0.0002,181,-139.5
1.953,320.9,-0.42,-2.7,-0.0014,180.7,-134.7
2.051,334.3,-0.405,1.1,-0.0014,181.2,-135.5
2.148,345.2,-0.393,-2.7,0.0002,180.9,-135.5
2.246,353.9,-0.38,-1.4,0.0002,181,-134.5
2.344,363.9,-0.357,-2.7,0.0002,180.9,-129.9
2.441,377.4,-0.346,-5.3,-0.0014,180.3,-130.7
2.539,384.8,-0.338,-2.7,0.0017,181.1,-130.1
2.637,397,-0.317,-0.2,0.0017,181.4,-125.9
2.734,407,-0.302,-1.4,-0.0014,180.8,-123
2.832,417.8,-0.281,-5.3,-0.0029,180.1,-117.6
2.93,429.1,-0.254,-2.7,0.0002,180.9,-109
3.027,439.6,-0.225,-0.2,-0.0014,181,-98.8
3.125,451.3,-0.21,-2.7,-0.0014,180.7,-94.8
3.223,457.4,-0.178,-1.4,-0.0014,180.8,-81.6
3.32,464.8,-0.164,-2.7,0.0002,180.9,-76.1
3.418,477.8,-0.143,-4,-0.0014,180.5,-68.2
3.516,487,-0.118,-2.7,0.0032,181.3,-57.3
3.613,496.5,-0.101,-1.4,0.0002,181,-50
3.711,508.7,-0.086,-2.7,-0.0029,180.4,-43.8
3.809,516.5,-0.071,-5.3,0.0002,180.5,-36.9
3.906,525.7,-0.04,-0.2,0.0002,181.2,-21
4.004,532.2,-0.008,-4,0.0048,181.4,-4.5
4.102,540.4,0.006,-4,0.0032,181.2,3.4
4.199,548.3,0.04,-2.7,0.0032,181.3,21.9
4.297,547.8,0.059,-2.7,0.0032,181.3,32.2
4.395,556.1,0.097,-2.7,0.0017,181.1,53.7
4.492,554.8,0.118,-2.7,0.0017,181.1,65.2
4.59,557,0.147,-4,0.0048,181.4,81.9
4.688,555.2,0.168,-1.4,0.0048,181.7,93.3
4.785,554.8,0.202,-1.4,0.0017,181.3,111.8
4.883,555.7,0.212,-5.3,0.0017,180.8,117.8
4.98,557,0.231,-1.4,0.0078,182.2,128.6
5.078,555.2,0.26,-4,0.0032,181.2,144.6
5.176,554.8,0.288,-2.7,0.0032,181.3,159.6
5.273,553.9,0.302,-1.4,0.0048,181.7,167.5
5.371,550.9,0.325,-1.4,0.0017,181.3,179.3
5.469,545.7,0.353,-2.7,0.0032,181.3,192.5
5.566,543,0.357,-1.4,0.0063,181.9,193.8
5.664,537,0.393,7.5,0.0063,183.1,210.8
5.762,530.9,0.414,3.7,0.0017,181.9,219.6
5.859,525.7,0.428,1.1,0.0032,181.8,225.2
5.957,519.1,0.451,4.9,0.0048,182.5,234.4
6.055,516.5,0.458,3.7,0.0017,181.9,236.4
6.152,504.8,0.464,3.7,0.0032,182.2,234.2
6.25,493.9,0.489,2.4,0.0032,182,241.6
6.348,483.9,0.496,4.9,0.0048,182.5,239.8
6.445,477,0.512,3.7,0.0032,182.2,244.4
6.543,469.6,0.519,2.4,0.0017,181.8,243.5
6.641,459.6,0.544,2.4,0.0063,182.4,249.9
6.738,450.4,0.55,4.9,0.0032,182.3,247.8
6.836,442.6,0.577,3.7,-0.0014,181.5,255.6
6.934,432.6,0.582,1.1,-0.0014,181.2,251.6
7.031,422.6,0.582,4.9,0.0063,182.8,245.8
7.129,413.5,0.582,2.4,-0.0014,181.3,240.5
7.227,400.9,0.609,3.7,0.0002,181.7,244.1
7.324,390.9,0.611,8.8,0.0002,182.4,238.8
7.422,382.2,0.63,4.9,0.0002,181.9,240.7
7.52,375.7,0.655,2.4,-0.0029,181.1,246.1
7.617,368.3,0.661,3.7,0.0032,182.2,243.6
7.715,354.8,0.68,4.9,0.0002,181.9,241.4
7.813,342.2,0.689,3.7,-0.0014,181.5,235.7
7.91,332.6,0.697,-0.2,0.0002,181.2,231.9
8.008,320.9,0.708,4.9,0.0002,181.9,227.1
8.105,306.1,0.722,4.9,-0.0014,181.7,221.1
8.203,292.2,0.714,3.7,0.0002,181.7,208.6
8.301,278.3,0.733,3.7,0.0017,181.9,203.9
8.398,263.5,0.739,4.9,0.0017,182.1,194.7
8.496,248.7,0.75,3.7,0.0017,181.9,186.4
8.594,235.7,0.752,3.7,-0.0014,181.5,177.1
8.691,217,0.754,3.7,0.0017,181.9,163.5
8.789,203,0.754,6.2,0.0017,182.3,153.1
8.887,185.7,0.758,4.9,-0.0014,181.7,140.7
8.984,165.2,0.754,2.4,-0.0014,181.3,124.5
9.082,150.4,0.766,4.9,0.0032,182.3,115.3
9.18,137.8,0.752,3.7,-0.0305,177.2,103.6
9.277,123.5,0.756,3.7,0.0002,181.7,93.3
9.375,107,0.741,4.9,0.0017,182.1,79.3
9.473,91.7,0.722,3.7,-0.0014,181.5,66.3
9.57,77.4,0.731,2.4,-0.0014,181.3,56.6
9.668,55.7,0.741,3.7,0.0017,181.9,41.2
9.766,36.5,0.716,6.2,0.0002,182,26.1
9.863,16.5,0.714,4.9,-0.0014,181.7,11.8
9.961,-3.5,0.703,-0.2,0.0002,181.2,-2.4
10.059,-22.6,0.693,4.9,0.0002,181.9,-15.7
10.156,-42.6,0.68,2.4,-0.0014,181.3,-29
10.254,-60.9,0.674,2.4,-0.0014,181.3,-41
10.352,-79.6,0.657,3.7,-0.0014,181.5,-52.3
10.449,-99.6,0.647,4.9,0.0002,181.9,-64.4
10.547,-117.8,0.638,4.9,-0.0014,181.7,-75.2
10.645,-133.5,0.613,3.7,-0.0014,181.5,-81.8
10.742,-154.8,0.617,1.1,0.0017,181.6,-95.6
10.84,-170.4,0.601,3.7,0.0017,181.9,-102.4
10.938,-185.7,0.59,3.7,0.0002,181.7,-109.5
11.035,-201.3,0.584,-0.2,-0.0044,180.5,-117.5
11.133,-216.1,0.554,1.1,0.0002,181.4,-119.8
11.23,-227.8,0.544,2.4,0.0078,182.7,-123.9
11.328,-246.1,0.523,2.4,0.0002,181.5,-128.7
11.426,-257.8,0.506,2.4,0.0002,181.5,-130.5
11.523,-273,0.491,2.4,0.0002,181.5,-134.2
11.621,-283.9,0.468,1.1,-0.0014,181.2,-132.9
11.719,-299.6,0.456,2.4,0.0032,182,-136.5
11.816,-309.1,0.454,6.2,0.0032,182.5,-140.2
