Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
10.352		-86.5		-0.004		1.5		0.0024		157.3		0.4						
10.449		-103.5		-0.015		-3.6		0.0008		158.1		1.5						
10.547		-121.3		-0.050		-6.2		-0.0022		158.8		6.1						
10.645		-136.5		-0.073		-3.6		0.0008		158.1		10.0						
10.742		-150.9		-0.092		-3.6		-0.0007		158.3		13.9						
10.840		-165.7		-0.120		-4.9		-0.0022		158.7		19.8						
10.938		-176.5		-0.139		-4.9		-0.0022		158.7		24.5						
11.035		-190.0		-0.162		-3.6		-0.0022		158.5		30.7						
11.133		-204.3		-0.172		-3.6		-0.0038		158.8		35.2						
11.230		-213.9		-0.197		-4.9		-0.0022		158.7		42.2						
11.328		-223.9		-0.214		-4.9		-0.0007		158.5		48.0						
11.426		-236.5		-0.231		-4.9		-0.0007		158.5		54.6						
11.523		-246.5		-0.267		-2.4		-0.0022		158.4		65.7						
11.621		-260.0		-0.292		-6.2		-0.0038		159.1		75.9						
11.719		-271.7		-0.309		-6.2		-0.0007		158.6		83.9						
11.816		-278.7		-0.328		-1.1		0.0008		157.8		91.3						
11.914		-291.3		-0.346		-4.9		-0.0022		158.7		100.9						
12.012		-301.3		-0.363		-4.9		-0.0007		158.5		109.5						
12.109		-309.1		-0.384		-2.4		-0.0022		158.4		118.8						
12.207		-315.7		-0.405		-4.9		-0.0022		158.7		127.9						
12.305		-328.3		-0.418		-4.9		-0.0007		158.5		137.2						
12.402		-335.7		-0.430		-2.4		-0.0007		158.2		144.5						
12.500		-345.7		-0.433		-4.9		-0.0038		158.9		149.5						
12.598		-354.8		-0.456		-6.2		-0.0022		158.8		161.7						
12.695		-362.6		-0.472		-4.9		-0.0007		158.5		171.3						
12.793		-371.7		-0.475		-1.1		-0.0022		158.2		176.4						
12.891		-380.4		-0.489		-4.9		-0.0022		158.7		186.1						
12.988		-389.6		-0.504		-4.9		-0.0022		158.7		196.3						
13.086		-398.7		-0.512		-4.9		-0.0007		158.5		204.3						
13.184		-407.0		-0.519		-2.4		-0.0038		158.6		211.1						
13.281		-417.4		-0.533		-7.5		-0.0022		159.0		222.6						
13.379		-425.7		-0.540		-6.2		-0.0022		158.8		229.7						
13.477		-431.3		-0.544		-3.6		-0.0022		158.5		234.6						
13.574		-441.7		-0.556		-4.9		-0.0022		158.7		245.8						
13.672		-449.1		-0.573		-6.2		-0.0038		159.1		257.5						
13.770		-456.1		-0.575		-4.9		-0.0007		158.5		262.4						
13.867		-463.9		-0.586		-2.4		0.0008		158.0		271.8						
13.965		-469.6		-0.615		-2.4		-0.0007		158.2		288.9						
14.063		-476.1		-0.622		-4.9		-0.0007		158.5		295.9						
14.160		-481.3		-0.626		-2.4		-0.0007		158.2		301.2						
14.258		-481.3		-0.636		-4.9		-0.0007		158.5		306.2						
14.355		-483.5		-0.647		-4.9		-0.0007		158.5		312.7						
14.453		-483.9		-0.643		-2.4		0.0008		158.0		310.9						
14.551		-485.2		-0.655		-3.6		-0.0022		158.5		317.9						
14.648		-481.7		-0.666		-4.9		-0.0022		158.7		320.7						
14.746		-484.8		-0.678		-3.6		-0.0007		158.3		328.8						
14.844		-480.9		-0.668		2.7		-0.0007		157.6		321.1						
14.941		-481.7		-0.674		-3.6		-0.0022		158.5		324.7						
15.039		-479.1		-0.680		-3.6		-0.0007		158.3		326.0						
15.137		-477.8		-0.693		-2.4		0.0008		158.0		331.1						
15.234		-471.7		-0.689		-2.4		0.0008		158.0		324.9						
15.332		-469.1		-0.701		-3.6		0.0008		158.1		329.0						
15.430		-467.4		-0.699		1.5		0.0008		157.5		326.8						
15.527		-464.3		-0.685		2.7		0.0024		157.2		317.9						
15.625		-461.3		-0.682		2.7		0.0008		157.4		314.8						
15.723		-457.0		-0.674		1.5		-0.0007		157.7		308.0						
15.820		-450.0		-0.685		1.5		-0.0007		157.7		308.0						
15.918		-443.0		-0.678		4.0		0.0039		156.8		300.5						
16.016		-433.5		-0.685		2.7		-0.0007		157.6		296.7						
16.113		-426.1		-0.668		4.0		-0.0038		157.9		284.5						
16.211		-420.0		-0.657		2.7		-0.0007		157.6		276.0						
16.309		-414.8		-0.651		2.7		0.0008		157.4		270.0						
16.406		-404.3		-0.638		1.5		0.0008		157.5		258.1						
16.504		-398.7		-0.643		4.0		0.0024		157.0		256.2						
16.602		-391.7		-0.617		2.7		-0.0007		157.6		241.8						
16.699		-382.2		-0.613		0.2		-0.0007		157.9		234.3						
16.797		-373.5		-0.594		1.5		-0.0007		157.7		221.9						
16.895		-366.5		-0.596		7.8		-0.0007		157.0		218.6						
16.992		-357.0		-0.582		2.7		-0.0007		157.6		207.6						
17.090		-348.3		-0.563		0.2		-0.0007		157.9		196.0						
17.188		-337.4		-0.559		2.7		0.0008		157.4		188.4						
17.285		-329.6		-0.540		2.7		-0.0007		157.6		177.8						
17.383		-323.9		-0.525		1.5		-0.0007		157.7		170.0						
17.480		-313.5		-0.529		1.5		0.0008		157.5		165.9						
17.578		-306.5		-0.504		4.0		0.0024		157.0		154.5						
17.676		-296.1		-0.502		2.7		-0.0007		157.6		148.6						
17.773		-289.1		-0.487		0.2		-0.0022		158.1		140.8						
17.871		-278.7		-0.475		1.5		0.0008		157.5		132.3						
17.969		-265.2		-0.454		5.3		0.0039		156.6		120.3						
18.066		-252.6		-0.439		4.0		-0.0007		157.4		110.9						
18.164		-239.6		-0.426		4.0		-0.0298		161.6		102.1						
18.262		-228.3		-0.418		2.7		0.0008		157.4		95.4						
18.359		-213.9		-0.399		1.5		0.0008		157.5		85.3						
18.457		-197.0		-0.382		0.2		0.0008		157.7		75.3						
18.555		-185.7		-0.349		1.5		0.0008		157.5		64.7						
18.652		-170.9		-0.330		2.7		-0.0007		157.6		56.3						
18.750		-156.1		-0.330		0.2		-0.0022		158.1		51.5						
18.848		-142.2		-0.294		0.2		-0.0022		158.1		41.8						
18.945		-128.3		-0.271		5.3		-0.0022		157.5		34.7						
19.043		-115.2		-0.265		-2.4		-0.0007		158.2		30.5						
19.141		-101.3		-0.248		0.2		-0.0022		158.1		25.1						
19.238		-87.4		-0.225		1.5		0.0008		157.5		19.6						
19.336		-75.2		-0.199		2.7		-0.0007		157.6		15.0						
19.434		-61.7		-0.181		0.2		-0.0022		158.1		11.1						
19.531		-44.8		-0.168		0.2		-0.0022		158.1		7.5						
19.629		-27.8		-0.147		1.5		-0.0007		157.7		4.1						
19.727		-11.3		-0.124		1.5		-0.0038		158.2		1.4						
19.824		7.0		-0.105		-2.4		-0.0053		158.8		-0.7						
19.922		24.3		-0.088		-1.1		-0.0022		158.2		-2.1						
20.020		43.5		-0.078		2.7		0.0008		157.4		-3.4						
20.117		59.1		-0.048		2.7		-0.0022		157.8		-2.9						
20.215		74.8		-0.021		2.7		-0.0298		161.7		-1.6						
20.313		90.9		-0.006		1.5		0.0024		157.3		-0.6						
20.410		106.1		0.025		0.2		0.0008		157.7		2.7						
20.508		123.5		0.050		1.5		0.0024		157.3		6.2						
20.605		138.7		0.057		4.0		0.0054		156.6		7.9						
20.703		153.9		0.099		2.7		0.0008		157.4		15.2						
20.801		164.8		0.118		1.5		-0.0007		157.7		19.4						
20.898		177.8		0.132		1.5		0.0024		157.3		23.5						
20.996		189.6		0.162		5.3		-0.0007		157.3		30.6						
21.094		202.2		0.172		0.2		0.0008		157.7		34.8						
21.191		214.3		0.206		2.7		0.0039		156.9		44.1						
21.289		226.5		0.216		2.7		0.0039		156.9		49.0						
21.387		239.6		0.233		2.7		0.0008		157.4		55.8						
21.484		249.1		0.260		1.5		0.0024		157.3		64.9						
21.582		257.4		0.296		1.5		0.0024		157.3		76.2						
21.680		268.7		0.317		4.0		0.0024		157.0		85.2						
21.777		282.6		0.336		1.5		0.0008		157.5		94.9						
21.875		291.3		0.361		0.2		0.0008		157.7		105.2						
21.973		299.1		0.370		0.2		0.0008		157.7		110.5						
22.070		309.1		0.393		4.0		0.0054		156.6		121.4						
22.168		320.0		0.405		4.0		0.0008		157.2		129.7						
22.266		328.7		0.414		2.7		-0.0038		158.0		136.0						
22.363		335.7		0.428		1.5		0.0024		157.3		143.8						
22.461		347.0		0.441		1.5		-0.0007		157.7		153.0						
22.559		355.7		0.468		0.2		0.0024		157.4		166.5						
22.656		363.5		0.466		2.7		0.0039		156.9		169.4						
22.754		371.7		0.491		2.7		0.0008		157.4		182.6						
22.852		382.6		0.504		-1.1		-0.0007		158.0		192.8						
22.949		389.1		0.510		0.2		0.0008		157.7		198.5						
23.047		397.4		0.523		4.0		0.0024		157.0		207.8						
23.145		410.4		0.517		1.5		0.0008		157.5		212.0						
23.242		420.0		0.542		1.5		0.0008		157.5		227.5						
23.340		425.7		0.550		1.5		0.0024		157.3		234.2						
23.438		432.2		0.559		1.5		0.0008		157.5		241.4						
23.535		440.4		0.552		1.5		-0.0007		157.7		243.2						
23.633		450.0		0.569		1.5		0.0008		157.5		256.1						
23.730		455.2		0.584		2.7		0.0024		157.2		265.7						
23.828		466.5		0.586		2.7		-0.0007		157.6		273.3						
23.926		471.3		0.605		0.2		-0.0038		158.3		285.0						
24.023		477.4		0.630		0.2		0.0008		157.7		300.7						
24.121		480.0		0.630		2.7		0.0039		156.9		302.4						
24.219		482.6		0.653		5.3		-0.0007		157.3		315.2						
24.316		480.0		0.651		2.7		-0.0068		158.5		312.4						
24.414		483.5		0.649		2.7		0.0008		157.4		313.7						
24.512		483.5		0.659		1.5		0.0008		157.5		318.8						
24.609		480.9		0.672		1.5		0.0039		157.1		323.1						
24.707		479.6		0.674		4.0		0.0054		156.6		323.2						
24.805		480.0		0.685		4.0		0.0008		157.2		328.6						
24.902		481.3		0.691		1.5		-0.0022		158.0		332.5						
25.000		480.0		0.699		1.5		0.0008		157.5		335.6						
25.098		477.4		0.691		4.0		0.0024		157.0		329.8						
25.195		474.3		0.697		2.7		0.0039		156.9		330.7						
25.293		472.2		0.699		1.5		0.0008		157.5		330.2						
25.391		466.1		0.687		2.7		0.0024		157.2		320.0						
25.488		463.9		0.691		2.7		0.0024		157.2		320.5						
25.586		458.3		0.697		2.7		0.0024		157.2		319.5						
25.684		449.6		0.685		2.7		0.0024		157.2		307.7						
25.781		445.7		0.685		5.3		0.0039		156.6		305.1						
25.879		439.6		0.670		5.3		0.0024		156.9		294.4						
25.977		432.6		0.676		2.7		-0.0007		157.6		292.5						
26.074		426.5		0.670		0.2		0.0024		157.4		285.7						
26.172		419.1		0.655		2.7		0.0054		156.7		274.6						
26.270		409.6		0.653		5.3		0.0008		157.1		267.5						
26.367		403.9		0.649		4.0		-0.0038		157.9		262.1						
26.465		395.2		0.630		5.3		0.0054		156.4		249.0						
26.563		385.2		0.624		2.7		0.0024		157.2		240.2						
26.660		377.0		0.605		2.7		0.0039		156.9		228.0						
26.758		370.9		0.590		4.0		0.0070		156.4		218.8						
26.855		362.6		0.590		6.6		0.0054		156.3		213.9						
26.953		350.4		0.575		2.7		0.0008		157.4		201.6						
27.051		344.3		0.563		0.2		0.0039		157.2		193.8						
27.148		333.9		0.552		4.0		0.0039		156.8		184.4						
27.246		328.3		0.533		4.0		0.0070		156.4		175.1						
27.344		320.0		0.533		2.7		0.0039		156.9		170.7						
27.441		311.7		0.525		4.0		0.0070		156.4		163.6						
27.539		305.2		0.500		4.0		0.0054		156.6		152.5						
27.637		290.4		0.491		2.7		0.0054		156.7		142.7						
27.734		283.9		0.485		2.7		0.0039		156.9		137.7						
27.832		273.9		0.466		4.0		0.0054		156.6		127.7						
27.930		262.6		0.460		4.0		0.0054		156.6		120.8						
28.027		249.6		0.435		2.7		0.0039		156.9		108.5						
28.125		238.3		0.416		1.5		0.0054		156.9		99.1						
28.223		224.3		0.399		2.7		0.0100		156.1		89.5						
28.320		210.9		0.384		5.3		0.0054		156.4		81.0						
28.418		193.0		0.370		2.7		-0.0038		158.0		71.3						
28.516		182.6		0.363		4.0		0.0054		156.6		66.3						
28.613		167.0		0.349		2.7		0.0039		156.9		58.2						
28.711		153.0		0.319		1.5		0.0054		156.9		48.8						
28.809		138.7		0.307		4.0		0.0039		156.8		42.5						
28.906		124.3		0.273		5.3		0.0054		156.4		33.9						
29.004		113.0		0.252		1.5		0.0008		157.5		28.5						
29.102		98.3		0.244		2.7		0.0070		156.5		23.9						
29.199		85.7		0.223		1.5		0.0039		157.1		19.1						
29.297		70.0		0.193		2.7		0.0024		157.2		13.5						
29.395		56.1		0.174		1.5		0.0039		157.1		9.8						
29.492		40.4		0.162		2.7		0.0039		156.9		6.5						
29.590		17.0		0.134		1.5		0.0039		157.1		2.3						
29.688		3.0		0.126		1.5		0.0039		157.1		0.4						
29.785		-10.9		0.101		1.5		0.0039		157.1		-1.1						
29.883		-30.0		0.084		1.5		0.0054		156.9		-2.5						
29.980		-46.5		0.063		4.0		0.0039		156.8		-2.9						
30.078		-60.9		0.034		0.2		0.0008		157.7		-2.0						
30.176		-78.3		0.010		0.2		0.0039		157.2		-0.8						
30.273		-94.3		-0.006		1.5		0.0100		156.2		0.6						
30.371		-112.2		-0.023		5.3		-0.0007		157.3		2.6						
30.469		-127.4		-0.057		0.2		-0.0038		158.3		7.2						
30.566		-143.0		-0.073		-8.7		-0.0007		158.9		10.5						
30.664		-157.4		-0.103		0.2		-0.0007		157.9		16.2						
30.762		-170.4		-0.118		-1.1		0.0008		157.8		20.0						
30.859		-180.9		-0.147		1.5		0.0008		157.5		26.6						
30.957		-192.6		-0.164		2.7		-0.0022		157.8		31.5						
31.055		-205.7		-0.176		-1.1		-0.0038		158.5		36.3						
31.152		-218.7		-0.202		-1.1		-0.0007		158.0		44.1						
31.250		-233.9		-0.223		0.2		-0.0007		157.9		52.1						
31.348		-243.5		-0.252		-1.1		-0.0007		158.0		61.3						
31.445		-252.6		-0.283		0.2		-0.0022		158.1		71.6						
31.543		-264.8		-0.283		1.5		0.0008		157.5		75.1						
31.641		-272.6		-0.315		1.5		-0.0007		157.7		85.9						
31.738		-284.8		-0.328		0.2		-0.0038		158.3		93.3						
31.836		-293.0		-0.363		-1.1		-0.0022		158.2		106.4						
31.934		-304.3		-0.367		1.5		0.0008		157.5		111.8						
32.031		-314.8		-0.376		1.5		-0.0022		158.0		118.3						
32.129		-320.9		-0.397		0.2		-0.0038		158.3		127.3						
32.227		-332.6		-0.414		-1.1		-0.0007		158.0		137.6						
32.324		-340.9		-0.437		0.2		-0.0022		158.1		148.9						
32.422		-349.1		-0.433		4.0		-0.0007		157.4		151.0						
32.520		-360.4		-0.464		0.2		-0.0084		159.0		167.3						
32.617		-365.2		-0.475		-29.2		-0.0007		161.3		173.3						
32.715		-376.1		-0.487		0.2		-0.0022		158.1		183.2						
32.813		-383.0		-0.500		-1.1		-0.0022		158.2		191.4						
32.910		-394.8		-0.506		1.5		0.0008		157.5		199.8						
33.008		-403.0		-0.504		4.0		-0.0007		157.4		203.1						
33.105		-410.0		-0.523		-1.1		-0.0038		158.5		214.4						
33.203		-423.9		-0.531		-1.1		-0.0007		158.0		225.2						
33.301		-430.9		-0.542		1.5		0.0024		157.3		233.4						
33.398		-438.3		-0.544		0.2		-0.0007		157.9		238.3						
33.496		-447.8		-0.561		0.2		-0.0022		158.1		251.1						
33.594		-454.8		-0.561		1.5		-0.0022		158.0		255.0						
33.691		-460.9		-0.584		1.5		-0.0007		157.7		269.0						
33.789		-468.7		-0.598		0.2		-0.0022		158.1		280.5						
33.887		-473.9		-0.605		-2.4		-0.0022		158.4		286.6						
33.984		-479.6		-0.613		1.5		-0.0007		157.7		294.0						
34.082		-483.0		-0.624		2.7		0.0008		157.4		301.2						
34.180		-481.3		-0.634		0.2		-0.0022		158.1		305.2						
34.277		-483.0		-0.643		-2.4		-0.0007		158.2		310.4						
34.375		-485.2		-0.655		0.2		0.0008		157.7		317.9						
34.473		-485.2		-0.672		4.0		0.0008		157.2		326.0						
34.570		-482.2		-0.664		0.2		-0.0099		159.2		319.9						
34.668		-480.9		-0.680		-12.6		-0.0022		159.6		327.1						
34.766		-483.5		-0.687		1.5		-0.0007		157.7		332.0						
34.863		-480.0		-0.695		1.5		-0.0007		157.7		333.6						
34.961		-481.3		-0.687		2.7		0.0008		157.4		330.5						
35.059		-477.8		-0.689		2.7		-0.0007		157.6		329.1						
35.156		-478.3		-0.691		0.2		-0.0053		158.5		330.4						
35.254		-469.6		-0.682		0.2		0.0024		157.4		320.4						
35.352		-467.0		-0.693		0.2		-0.0007		157.9		323.6						
35.449		-467.8		-0.680		2.7		-0.0007		157.6		318.3						
35.547		-457.8		-0.682		2.7		-0.0007		157.6		312.4						
35.645		-452.6		-0.682		2.7		0.0008		157.4		308.9						
35.742		-445.2		-0.689		4.0		0.0008		157.2		306.6						
35.840		-439.1		-0.678		4.0		-0.0007		157.4		297.8						
35.938		-432.6		-0.682		2.7		-0.0007		157.6		295.2						
36.035		-422.2		-0.666		2.7		0.0008		157.4		281.0						
36.133		-415.7		-0.651		5.3		0.0024		156.9		270.6						
36.230		-409.1		-0.666		2.7		-0.0038		158.0		272.3						
36.328		-401.3		-0.638		0.2		-0.0022		158.1		256.2						
36.426		-395.2		-0.628		4.0		0.0008		157.2		248.1						
36.523		-389.1		-0.619		6.6		0.0024		156.7		241.0						
36.621		-377.4		-0.615		2.7		-0.0068		158.5		232.2						
36.719		-368.7		-0.590		-2.4		0.0008		158.0		217.5						
36.816		-361.7		-0.575		2.7		0.0008		157.4		208.1						
36.914		-352.6		-0.584		2.7		0.0008		157.4		205.8						
37.012		-341.3		-0.565		4.0		0.0024		157.0		192.8						
37.109		-335.2		-0.546		5.3		0.0008		157.1		183.0						
37.207		-325.7		-0.546		4.0		-0.0038		157.9		177.8						
37.305		-320.4		-0.535		1.5		0.0008		157.5		171.6						
37.402		-310.9		-0.517		1.5		0.0008		157.5		160.6						
37.500		-303.5		-0.496		2.7		-0.0007		157.6		150.4						
37.598		-290.0		-0.498		2.7		-0.0007		157.6		144.3						
37.695		-282.6		-0.483		2.7		0.0008		157.4		136.5						
37.793		-269.6		-0.456		4.0		0.0008		157.2		122.8						
37.891		-262.2		-0.451		4.0		0.0008		157.2		118.4						
37.988		-249.1		-0.441		2.7		0.0008		157.4		109.9						
38.086		-234.8		-0.416		2.7		0.0024		157.2		97.6						
38.184		-224.3		-0.403		6.6		0.0008		156.9		90.4						
38.281		-206.1		-0.386		4.0		-0.0007		157.4		79.6						
38.379		-196.1		-0.382		0.2		-0.0022		158.1		74.9						
38.477		-178.3		-0.351		4.0		0.0024		157.0		62.5						
38.574		-162.2		-0.332		5.3		0.0008		157.1		53.8						
38.672		-148.7		-0.328		2.7		-0.0068		158.5		48.7						
38.770		-137.0		-0.292		-1.1		-0.0007		158.0		40.0						
38.867		-123.0		-0.281		2.7		-0.0022		157.8		34.6						
38.965		-110.9		-0.254		1.5		-0.0007		157.7		28.2						
39.063		-97.0		-0.229		4.0		0.0008		157.2		22.2						
39.160		-84.3		-0.223		2.7		-0.0022		157.8		18.8						
39.258		-72.6		-0.195		2.7		-0.0038		158.0		14.2						
39.355		-55.2		-0.195		-1.1		-0.0022		158.2		10.8						
39.453		-40.4		-0.151		2.7		0.0008		157.4		6.1						
39.551		-18.7		-0.149		1.5		-0.0022		158.0		2.8						
39.648		-3.5		-0.113		2.7		-0.0007		157.6		0.4						
39.746		15.2		-0.088		1.5		-0.0022		158.0		-1.3						
39.844		31.7		-0.082		1.5		-0.0007		157.7		-2.6						
39.941		50.9		-0.048		2.7		-0.0007		157.6		-2.5						
40.039		63.9		-0.036		1.5		-0.0038		158.2		-2.3						
40.137		80.9		-0.017		2.7		0.0024		157.2		-1.4						
40.234		97.0		0.010		1.5		0.0008		157.5		1.0						
40.332		113.5		0.023		0.2		-0.0022		158.1		2.6						
40.430		127.4		0.065		-3.6		0.0008		158.1		8.3						
40.527		143.0		0.076		-4.9		0.0039		157.8		10.8						
40.625		158.7		0.092		-1.1		0.0039		157.4		14.7						
40.723		169.6		0.128		-3.6		-0.0022		158.5		21.7						
40.820		185.7		0.143		-4.9		0.0008		158.3		26.5						
40.918		197.0		0.160		-2.4		0.0024		157.7		31.4						
41.016		207.8		0.193		-3.6		0.0024		157.9		40.1						
41.113		220.4		0.212		-2.4		0.0039		157.5		46.7						
41.211		230.9		0.218		-2.4		0.0024		157.7		50.4						
41.309		243.0		0.260		-2.4		-0.0007		158.2		63.3						
41.406		255.7		0.273		-4.9		0.0039		157.8		69.8						
41.504		263.9		0.298		-2.4		0.0054		157.3		78.7						
41.602		277.0		0.313		-3.6		0.0024		157.9		86.6						
41.699		284.8		0.323		-3.6		0.0024		157.9		92.1						
41.797		296.1		0.361		-3.6		0.0008		158.1		106.9						
41.895		305.2		0.365		-3.6		0.0008		158.1		111.5						
41.992		314.3		0.374		-3.6		0.0008		158.1		117.5						
42.090		323.5		0.393		-4.9		-0.0007		158.5		127.0						
