Oscilloscope Trace Export		
Festo Didactic LVDAC-EMS 3.21		
		
		
		Ch1		Ch2		Ch3		Ch4		Ch5		Ch6		Ch7		Ch8		
Time 		E1		I1		AI8		AI7		Pm		P1		Off		Off		
(ms)		(V)		(A)		(r/min)		(N·m)		(W)		(W)		()		()		
20.117		27.0		-0.962		2.4		-0.0022		53.2		-25.9						
20.215		36.1		-0.943		1.1		-0.0007		53.2		-34.0						
20.313		46.1		-0.930		1.1		-0.0007		53.2		-42.9						
20.410		53.0		-0.901		2.4		-0.0007		53.3		-47.8						
20.508		64.3		-0.888		1.1		-0.0007		53.2		-57.2						
20.605		73.0		-0.867		1.1		-0.0007		53.2		-63.3						
20.703		80.4		-0.840		1.1		0.0009		53.3		-67.6						
20.801		89.6		-0.829		3.7		0.0009		53.5		-74.3						
20.898		96.5		-0.810		3.7		-0.0022		53.3		-78.2						
20.996		103.0		-0.796		-1.4		-0.0037		52.7		-82.0						
21.094		106.1		-0.769		1.1		0.0009		53.3		-81.5						
21.191		115.7		-0.745		3.7		-0.0022		53.3		-86.2						
21.289		123.0		-0.729		1.1		-0.0022		53.1		-89.7						
21.387		128.3		-0.712		1.1		0.0009		53.3		-91.3						
21.484		136.5		-0.680		2.4		-0.0007		53.3		-92.9						
21.582		143.5		-0.653		3.7		-0.0007		53.4		-93.7						
21.680		150.4		-0.634		1.1		-0.0022		53.1		-95.4						
21.777		157.4		-0.615		-0.2		-0.0007		53.1		-96.8						
21.875		163.0		-0.582		1.1		0.0009		53.3		-94.8						
21.973		165.7		-0.559		3.7		-0.0007		53.4		-92.5						
22.070		171.3		-0.546		1.1		-0.0037		52.9		-93.5						
22.168		177.0		-0.514		1.1		-0.0007		53.2		-91.0						
22.266		181.7		-0.470		1.1		-0.0022		53.1		-85.5						
22.363		188.3		-0.454		1.1		-0.0007		53.2		-85.4						
22.461		191.3		-0.416		1.1		-0.0007		53.2		-79.5						
22.559		196.1		-0.393		1.1		-0.0022		53.1		-77.0						
22.656		202.6		-0.346		1.1		-0.0022		53.1		-70.2						
22.754		208.3		-0.328		1.1		-0.0007		53.2		-68.2						
22.852		213.0		-0.304		2.4		-0.0007		53.3		-64.9						
22.949		217.8		-0.269		3.7		-0.0022		53.3		-58.5						
23.047		223.0		-0.233		-0.2		-0.0037		52.8		-52.0						
23.145		228.3		-0.206		-0.2		0.0009		53.2		-47.0						
23.242		227.0		-0.157		2.4		-0.0022		53.2		-35.7						
23.340		233.5		-0.122		1.1		-0.0022		53.1		-28.4						
23.438		243.0		-0.082		1.1		-0.0007		53.2		-19.9						
23.535		246.1		-0.048		2.4		0.0009		53.4		-11.9						
23.633		249.6		0.000		2.4		0.0024		53.5		0.0						
23.730		253.9		0.010		1.1		0.0009		53.3		2.7						
23.828		259.1		0.057		-1.4		0.0039		53.3		14.7						
23.926		264.8		0.090		1.1		0.0039		53.5		23.9						
24.023		263.0		0.126		3.7		0.0039		53.7		33.1						
24.121		267.4		0.164		-0.2		-0.0007		53.1		43.8						
24.219		271.7		0.206		1.1		0.0024		53.4		55.9						
24.316		271.3		0.231		-0.2		0.0024		53.3		62.7						
24.414		270.4		0.265		-0.2		0.0009		53.2		71.5						
24.512		272.6		0.304		1.1		0.0024		53.4		83.0						
24.609		271.7		0.336		2.4		0.0024		53.5		91.3						
24.707		271.3		0.346		-0.2		0.0024		53.3		94.0						
24.805		274.8		0.391		1.1		0.0039		53.5		107.3						
24.902		270.4		0.424		2.4		0.0039		53.6		114.7						
25.000		269.6		0.449		2.4		0.0024		53.5		121.1						
25.098		270.0		0.483		-2.7		-0.0007		52.9		130.4						
25.195		269.1		0.504		-0.2		0.0055		53.5		135.6						
25.293		263.9		0.540		1.1		0.0055		53.6		142.4						
25.391		265.2		0.561		1.1		0.0024		53.4		148.7						
25.488		261.7		0.586		-0.2		0.0024		53.3		153.3						
25.586		259.6		0.622		1.1		0.0039		53.5		161.3						
25.684		257.0		0.638		2.4		0.0024		53.5		164.0						
25.781		253.5		0.666		2.4		0.0024		53.5		168.7						
25.879		250.4		0.687		-1.4		0.0039		53.3		172.0						
25.977		243.5		0.714		-0.2		0.0055		53.5		173.8						
26.074		238.3		0.731		4.9		0.0039		53.8		174.1						
26.172		239.1		0.769		-0.2		-0.0007		53.1		183.8						
26.270		231.3		0.790		-0.2		0.0024		53.3		182.6						
26.367		230.9		0.800		1.1		0.0039		53.5		184.7						
