Time,E1,I1,E2,I2,E3,I3,AI8,Pm,Torque,Category
261.72,289.6,-0.47,-110.3,-1.07,398.7,1.27,964.8,183.1,1.8,Under Voltage
262.7,366.5,-0.07,22.6,-1.38,346.1,1.01,959.7,181.5,1.8,Under Voltage
263.67,424.8,0.36,162.4,-1.54,265.2,0.74,959.7,181.5,1.8,Under Voltage
264.65,416.1,0.85,258.4,-1.42,158.7,0.51,963.5,181.7,1.8,Under Voltage
265.63,370,1.3,338.3,-1.18,34.3,0.16,962.2,181.5,1.8,Under Voltage
266.6,306.1,1.52,410,-0.91,-101.3,-0.25,967.3,182.9,1.8,Under Voltage
267.58,210,1.64,431.7,-0.6,-217.8,-0.62,963.5,182,1.8,Under Voltage
268.56,89.6,1.39,398.3,-0.33,-301.7,-1.09,964.8,182.6,1.8,Under Voltage
269.53,-41.3,1.12,333.6,0.06,-371.7,-1.39,960.9,181.6,1.8,Under Voltage
270.51,-180.4,0.83,241.5,0.47,-410.9,-1.48,962.2,181.8,1.8,Under Voltage
271.48,-269.1,0.54,139,0.93,-406.5,-1.33,960.9,181.7,1.8,Under Voltage
272.46,-352.2,0.16,7.4,1.32,-354.8,-1.08,963.5,182.5,1.8,Under Voltage
273.44,-419.1,-0.26,-136.8,1.51,-280.9,-0.79,963.5,182.4,1.8,Under Voltage
274.41,-421.7,-0.73,-242.8,1.45,-175.2,-0.56,963.5,182.4,1.8,Under Voltage
275.39,-387.4,-1.2,-327.5,1.23,-57.8,-0.24,966.1,183,1.8,Under Voltage
276.37,-320.9,-1.47,-397,0.97,78.7,0.17,966.1,183.3,1.8,Under Voltage
277.34,-238.3,-1.62,-433.4,0.69,200.4,0.54,964.8,182.9,1.8,Under Voltage
278.32,-117.4,-1.44,-406.5,0.4,290,1,966.1,183.3,1.8,Under Voltage
279.3,11.7,-1.17,-353.1,0,364.8,1.32,964.8,182.9,1.8,Under Voltage
280.27,152.2,-0.89,-269.7,-0.41,422.6,1.47,964.8,183.5,1.8,Under Voltage
281.25,249.1,-0.58,-164.2,-0.83,418.3,1.37,966.1,183.2,1.8,Under Voltage
282.23,337,-0.25,-37.8,-1.28,373.9,1.12,964.8,183.1,1.8,Under Voltage
283.2,403.5,0.16,104.7,-1.49,303.9,0.84,968.6,182.5,1.8,Under Voltage
284.18,417,0.63,218.5,-1.5,203.9,0.62,964.8,182.1,1.8,Under Voltage
285.16,399.1,1.11,310.5,-1.3,92.6,0.33,968.6,183.5,1.8,Under Voltage
286.13,336.5,1.43,382.2,-1.03,-43,-0.07,969.9,183.3,1.8,Under Voltage
287.11,256.1,1.58,433.4,-0.76,-173,-0.48,967.3,183.4,1.8,Under Voltage
288.09,143,1.52,408.7,-0.46,-261.3,-0.9,968.6,183.5,1.8,Under Voltage
289.06,19.1,1.25,369.2,-0.11,-344.8,-1.26,967.3,183.2,1.8,Under Voltage
290.04,-121.3,0.94,292.7,0.3,-410.4,-1.47,966.1,182.7,1.8,Under Voltage
291.02,-232.2,0.65,185,0.71,-412.2,-1.44,967.3,182.9,1.8,Under Voltage
291.99,-317,0.35,66,1.19,-378.7,-1.18,967.3,183.2,1.8,Under Voltage
292.97,-391.7,-0.07,-71.7,1.44,-314.3,-0.9,968.6,183.6,1.8,Under Voltage
293.95,-421.3,-0.53,-196.3,1.53,-221.7,-0.68,968.6,183.3,1.8,Under Voltage
294.92,-406.1,-1,-291,1.35,-110.9,-0.41,967.3,183.4,1.8,Under Voltage
295.9,-351.7,-1.38,-364.8,1.08,17.4,-0.04,969.9,183.6,1.8,Under Voltage
296.88,-280.9,-1.55,-427.4,0.83,147.8,0.38,967.3,183.7,1.8,Under Voltage
297.85,-169.1,-1.57,-417.4,0.51,250.9,0.77,967.3,183.4,1.8,Under Voltage
298.83,-51.7,-1.32,-385.2,0.2,333.9,1.19,967.3,183.5,1.8,Under Voltage
299.81,88.3,-1,-312.7,-0.2,400,1.42,969.9,184,1.8,Under Voltage
300.78,212.2,-0.7,-208.9,-0.6,415.7,1.48,969.9,184.2,1.8,Under Voltage
301.76,297,-0.44,-97.7,-1.1,397.8,1.25,963.5,182.7,1.8,Under Voltage
302.73,374.8,-0.02,38.7,-1.4,337.8,0.98,966.1,183.2,1.8,Under Voltage
303.71,426.1,0.42,174.2,-1.53,259.1,0.72,969.9,184,1.8,Under Voltage
304.69,413,0.88,269.7,-1.41,144.8,0.45,968.6,183.3,1.8,Under Voltage
305.66,365.2,1.33,346.6,-1.15,18.3,0.11,969.9,184.3,1.8,Under Voltage
306.64,297.8,1.52,415.2,-0.89,-113.9,-0.28,971.2,184.3,1.8,Under Voltage
307.62,200,1.62,426.9,-0.57,-227.8,-0.67,967.3,183.4,1.8,Under Voltage
308.59,79.6,1.36,391.7,-0.29,-311.7,-1.14,966.1,183,1.8,Under Voltage
309.57,-58.3,1.08,328.3,0.13,-380.9,-1.39,968.6,183.6,1.8,Under Voltage
310.55,-186.1,0.78,227.6,0.53,-413,-1.48,967.3,183.1,1.8,Under Voltage
311.52,-280.4,0.5,123.8,1.01,-400.4,-1.3,967.3,183.2,1.8,Under Voltage
312.5,-359.1,0.1,-10,1.34,-346.5,-1.05,968.6,183.6,1.8,Under Voltage
313.48,-424.8,-0.32,-151.1,1.5,-270,-0.78,968.6,183.6,1.8,Under Voltage
314.45,-418.3,-0.77,-251.5,1.44,-165.7,-0.55,967.3,183.2,1.8,Under Voltage
315.43,-380.9,-1.26,-334.4,1.2,-45.7,-0.22,968.6,183.3,1.8,Under Voltage
316.41,-313.9,-1.49,-403.5,0.95,92.6,0.2,967.3,183.5,1.8,Under Voltage
317.38,-224.3,-1.61,-433.4,0.67,214.8,0.59,969.9,184.2,1.8,Under Voltage
318.36,-105.7,-1.43,-406.5,0.36,301.7,1.04,966.1,183.2,1.8,Under Voltage
319.34,25.2,-1.14,-344.4,-0.02,375.2,1.37,969.9,184.7,1.8,Under Voltage
320.31,161.7,-0.84,-258.8,-0.44,423.5,1.49,968.6,183.9,1.8,Under Voltage
321.29,260,-0.56,-152,-0.9,410,1.36,962.2,182.3,1.8,Under Voltage
322.27,340.4,-0.22,-23.5,-1.3,367.4,1.11,966.1,182.7,1.8,Under Voltage
323.24,411.7,0.21,118.1,-1.5,297.8,0.81,964.8,182.8,1.8,Under Voltage
324.22,418.7,0.66,227.1,-1.5,194.8,0.59,969.9,184,1.8,Under Voltage
325.2,393.5,1.17,311.8,-1.26,79.1,0.29,967.3,183.5,1.8,Under Voltage
326.17,330.9,1.43,387.4,-1.01,-53.5,-0.11,967.3,183.5,1.8,Under Voltage
327.15,248.7,1.59,436,-0.73,-184.8,-0.51,966.1,183,1.8,Under Voltage
328.13,129.6,1.5,403.9,-0.43,-272.6,-0.93,964.8,182.6,1.8,Under Voltage
329.1,7,1.22,360.5,-0.06,-351.3,-1.3,966.1,182.8,1.8,Under Voltage
330.08,-136.1,0.91,281.9,0.33,-413.9,-1.47,967.3,183.1,1.8,Under Voltage
331.06,-242.6,0.62,176.8,0.77,-411.3,-1.41,964.8,182.6,1.8,Under Voltage
332.03,-325.2,0.29,54.3,1.2,-376.5,-1.16,963.5,182.5,1.8,Under Voltage
333.01,-400,-0.11,-86.4,1.45,-308.3,-0.87,963.5,182.7,1.8,Under Voltage
333.98,-419.6,-0.56,-203.3,1.5,-210.9,-0.65,963.5,182.7,1.8,Under Voltage
334.96,-403,-1.07,-298.4,1.31,-100,-0.37,963.5,182.2,1.8,Under Voltage
335.94,-344.3,-1.4,-374.4,1.05,30.4,0.02,969.9,184.2,1.8,Under Voltage
336.91,-269.6,-1.55,-428.7,0.8,163.5,0.44,964.8,183.1,1.8,Under Voltage
337.89,-158.7,-1.56,-416.9,0.47,260.9,0.82,955.8,181.2,1.8,Under Voltage
338.87,-36.1,-1.28,-377.9,0.15,340,1.26,966.1,183.2,1.8,Under Voltage
339.84,105.7,-0.97,-304,-0.24,409.6,1.46,966.1,183.6,1.8,Under Voltage
340.82,221.3,-0.68,-199.8,-0.67,419.6,1.45,968.6,184.4,1.8,Under Voltage
341.8,307.8,-0.4,-83.8,-1.16,390.4,1.2,964.8,182.4,1.8,Under Voltage
342.77,383.5,0.01,55.2,-1.42,333.5,0.93,967.3,183.2,1.8,Under Voltage
343.75,423.9,0.47,185,-1.52,242.6,0.7,969.9,183.7,1.8,Under Voltage
344.73,413.5,0.95,278,-1.37,131.3,0.44,968.6,183.9,1.8,Under Voltage
345.7,361.3,1.35,356.1,-1.11,5.7,0.08,972.4,184.5,1.8,Under Voltage
346.68,286.1,1.55,420.8,-0.86,-129.1,-0.34,969.9,183.4,1.8,Under Voltage
347.66,186.1,1.62,422.1,-0.53,-233.5,-0.7,971.2,183.7,1.8,Under Voltage
348.63,69.1,1.33,390.9,-0.26,-317.4,-1.17,969.9,183.3,1.8,Under Voltage
349.61,-70.4,1.04,319.7,0.16,-383,-1.42,971.2,183.7,1.8,Under Voltage
350.59,-202.2,0.75,218,0.56,-415.2,-1.48,968.6,183.2,1.8,Under Voltage
351.56,-290.4,0.48,110.3,1.04,-395.2,-1.28,966.1,182.7,1.8,Under Voltage
352.54,-365.7,0.07,-24.8,1.36,-340,-1.02,968.6,183.3,1.8,Under Voltage
353.52,-427.4,-0.35,-158.5,1.52,-263.5,-0.75,967.3,182.9,1.8,Under Voltage
354.49,-419.1,-0.84,-260.6,1.41,-154.8,-0.49,967.3,182.8,1.8,Under Voltage
355.47,-376.1,-1.29,-341.4,1.16,-30.4,-0.16,968.6,183,1.8,Under Voltage
356.45,-303.5,-1.49,-409.1,0.9,110,0.23,949.5,180,1.8,Under Voltage
357.42,-212.6,-1.62,-432.1,0.61,220.4,0.63,969.9,183.1,1.8,Under Voltage
358.4,-91.3,-1.4,-397.8,0.3,307,1.11,967.3,181.4,1.8,Under Voltage
359.38,38.3,-1.12,-338.3,-0.08,378.7,1.38,966.1,183,1.8,Under Voltage
360.35,176.1,-0.81,-246.3,-0.48,422.2,1.48,966.1,183,1.8,Under Voltage
361.33,270,-0.54,-142.5,-0.95,410.9,1.32,967.3,183.1,1.8,Under Voltage
362.31,350.9,-0.17,-6.1,-1.32,362.6,1.07,968.6,183,1.8,Under Voltage
363.28,419.1,0.26,131.6,-1.52,287.4,0.79,968.6,183.2,1.8,Under Voltage
364.26,420.4,0.72,239.3,-1.46,182.6,0.55,969.9,183.6,1.8,Under Voltage
365.23,387.4,1.23,323.1,-1.23,67.4,0.25,969.9,183.7,1.8,Under Voltage
366.21,322.2,1.48,396.1,-0.98,-70.9,-0.15,967.3,182.8,1.8,Under Voltage
367.19,237.8,1.6,437.8,-0.71,-196.1,-0.56,968.6,182.9,1.8,Under Voltage
368.16,118.7,1.46,402.2,-0.38,-282.2,-0.99,968.6,182.7,1.8,Under Voltage
369.14,-5.7,1.19,354.8,-0.02,-354.3,-1.32,967.3,182.6,1.8,Under Voltage
370.12,-149.6,0.88,273.2,0.38,-416.5,-1.49,971.2,183.3,1.8,Under Voltage
371.09,-252.2,0.61,165,0.85,-409.1,-1.39,967.3,182.8,1.8,Under Voltage
372.07,-330.9,0.26,40.4,1.24,-369.6,-1.14,966.1,182.7,1.8,Under Voltage
373.05,-408.3,-0.16,-104.2,1.47,-303,-0.86,966.1,182.5,1.8,Under Voltage
374.02,-418.3,-0.61,-214.1,1.49,-198.7,-0.63,966.1,182.5,1.8,Under Voltage
375,-395.2,-1.13,-305.3,1.28,-90,-0.35,966.1,182.4,1.8,Under Voltage
375.98,-335.7,-1.43,-381.8,1.02,46.5,0.06,964.8,182.8,1.8,Under Voltage
376.95,-258.3,-1.57,-433.4,0.77,177,0.48,959.7,175.6,1.8,Under Voltage
377.93,-149.1,-1.55,-414.3,0.45,268.3,0.84,967.3,183.1,1.8,Under Voltage
378.91,-23.5,-1.26,-371.3,0.11,353,1.26,962.2,182.3,1.8,Under Voltage
379.88,118.7,-0.95,-293.2,-0.26,413.9,1.47,966.1,182.5,1.8,Under Voltage
380.86,230,-0.67,-186.8,-0.72,420.9,1.41,963.5,181.9,1.8,Under Voltage
381.84,314.8,-0.35,-69.9,-1.16,385.7,1.2,968.6,183.2,1.8,Under Voltage
382.81,390,0.07,69.5,-1.45,322.6,0.91,966.1,182.5,1.8,Under Voltage
383.79,422.6,0.5,193.3,-1.52,230,0.66,966.1,182.8,1.8,Under Voltage
384.77,409.1,1.02,287.9,-1.35,120,0.41,964.8,182.4,1.8,Under Voltage
385.74,355.7,1.38,364,-1.09,-8.7,0.02,964.8,182.6,1.8,Under Voltage
386.72,281.7,1.54,424.3,-0.85,-140,-0.4,964.8,181.5,1.8,Under Voltage
387.7,170.9,1.61,417.4,-0.49,-243.5,-0.74,966.1,181.9,1.8,Under Voltage
388.67,50,1.3,383.9,-0.2,-324.8,-1.2,966.1,181.9,1.8,Under Voltage
389.65,-88.7,1.01,309.2,0.18,-394.3,-1.43,967.3,182.3,1.8,Under Voltage
390.63,-210.4,0.73,205.4,0.61,-414.3,-1.45,962.2,181.3,1.8,Under Voltage
391.6,-299.1,0.42,96.9,1.07,-389.6,-1.26,960.9,181.1,1.8,Under Voltage
392.58,-379.1,0.02,-36.9,1.39,-335.2,-0.98,959.7,180.7,1.8,Under Voltage
393.56,-426.5,-0.42,-168.9,1.52,-252.6,-0.71,962.2,181.3,1.8,Under Voltage
394.53,-415.7,-0.9,-268,1.4,-137.8,-0.49,959.7,180.6,1.8,Under Voltage
395.51,-366.5,-1.33,-350.9,1.15,-15.2,-0.12,955.8,180,1.8,Under Voltage
396.48,-298.7,-1.5,-415.2,0.89,120,0.3,964.8,182.4,1.8,Under Voltage
397.46,-200,-1.62,-430.8,0.56,233,0.66,960.9,180,1.8,Under Voltage
398.44,-83,-1.37,-394.4,0.28,316.5,1.12,963.5,182.4,1.8,Under Voltage
399.41,51.3,-1.08,-329.2,-0.12,385.2,1.4,959.7,181,1.8,Under Voltage
400.39,186.5,-0.79,-231.5,-0.51,417.4,1.47,963.5,182.2,1.8,Under Voltage
401.37,278.3,-0.5,-128.1,-0.98,407.4,1.3,963.5,181.9,1.8,Under Voltage
402.34,357.4,-0.13,2.6,-1.35,356.5,1.04,964.8,182.6,1.8,Under Voltage
403.32,425.7,0.29,143.8,-1.53,277,0.75,964.8,182.6,1.8,Under Voltage
404.3,418.7,0.77,245.8,-1.45,172.6,0.53,963.5,182.2,1.8,Under Voltage
405.27,380,1.25,331.4,-1.2,51.3,0.22,967.3,182.8,1.8,Under Voltage
406.25,313,1.5,402.6,-0.95,-83.5,-0.17,967.3,182,1.8,Under Voltage
407.23,230.4,1.62,433,-0.66,-202.6,-0.58,968.6,182.7,1.8,Under Voltage
408.2,106.1,1.43,397.4,-0.38,-290.4,-1.03,969.9,182.8,1.8,Under Voltage
409.18,-23.5,1.15,345.7,0.02,-362.6,-1.35,967.3,182.3,1.8,Under Voltage
410.16,-163,0.86,255.8,0.42,-414.8,-1.47,967.3,182.3,1.8,Under Voltage
411.13,-260.9,0.57,155.9,0.89,-408.3,-1.36,967.3,182.5,1.8,Under Voltage
412.11,-340.4,0.21,26.1,1.29,-361.3,-1.11,967.3,182.8,1.8,Under Voltage
413.09,-416.1,-0.19,-117.3,1.5,-293.5,-0.82,967.3,182.8,1.8,Under Voltage
414.06,-423.9,-0.66,-228.9,1.47,-188.7,-0.59,945.6,178.7,1.8,Under Voltage
415.04,-389.1,-1.15,-315.7,1.24,-73.5,-0.3,969.9,183.4,1.8,Under Voltage
416.02,-333,-1.46,-384.8,0.99,62.2,0.11,963.5,179.7,1.8,Under Voltage
416.99,-248.3,-1.58,-438.7,0.74,188.3,0.51,966.1,183,1.8,Under Voltage
417.97,-133.5,-1.51,-413.5,0.41,278.3,0.9,962.2,181.5,1.8,Under Voltage
418.95,-7,-1.21,-362.6,0.07,355.7,1.31,966.1,182.4,1.8,Under Voltage
419.92,137,-0.91,-283.2,-0.33,416.1,1.47,964.8,182,1.8,Under Voltage
420.9,239.1,-0.63,-178.9,-0.79,418.7,1.4,968.6,183.3,1.8,Under Voltage
421.88,325.7,-0.29,-54.3,-1.22,381.7,1.17,967.3,183.1,1.8,Under Voltage
422.85,397.4,0.12,84.7,-1.46,315.7,0.89,966.1,182.8,1.8,Under Voltage
423.83,417.4,0.55,208.5,-1.52,219.1,0.63,964.8,182.6,1.8,Under Voltage
424.81,401.3,1.07,297.9,-1.32,106.1,0.39,964.8,182.4,1.8,Under Voltage
425.78,345.7,1.39,372.2,-1.08,-23.9,-0.03,967.3,182.8,1.8,Under Voltage
426.76,270.9,1.55,425.6,-0.83,-155.7,-0.45,968.6,183,1.8,Under Voltage
427.73,159.6,1.59,413,-0.47,-250.9,-0.79,968.6,183.2,1.8,Under Voltage
428.71,38.7,1.28,375.7,-0.17,-335.7,-1.26,968.6,183.2,1.8,Under Voltage
429.69,-102.2,0.97,302.3,0.22,-401.3,-1.47,967.3,182.8,1.8,Under Voltage
430.66,-222.6,0.71,196.7,0.67,-411.7,-1.45,964.8,182.3,1.8,Under Voltage
431.64,-309.6,0.38,82.1,1.13,-383.5,-1.25,964.8,182.4,1.8,Under Voltage
432.62,-381.7,-0.01,-51.7,1.43,-326.5,-0.94,966.1,182.7,1.8,Under Voltage
433.59,-421.3,-0.43,-181.1,1.56,-238.3,-0.69,966.1,182.7,1.8,Under Voltage
434.57,-411.7,-0.97,-280.6,1.36,-128.7,-0.47,960.9,176.2,1.8,Under Voltage
435.55,-363.5,-1.35,-358.7,1.14,0,-0.09,963.5,182.5,1.8,Under Voltage
436.52,-291.7,-1.54,-421.3,0.88,133.9,0.33,958.4,180.8,1.8,Under Voltage
437.5,-188.3,-1.64,-424.8,0.53,240.4,0.67,963.5,182.5,1.8,Under Voltage
438.48,-70.4,-1.34,-390.9,0.26,323.9,1.17,963.5,182,1.8,Under Voltage
439.45,69.1,-1.06,-321,-0.14,395.7,1.42,964.8,182.6,1.8,Under Voltage
440.43,200.4,-0.76,-216.7,-0.58,419.6,1.46,964.8,182.4,1.8,Under Voltage
441.41,287.4,-0.45,-112.9,-1.02,401.7,1.3,966.1,183,1.8,Under Voltage
442.38,366.1,-0.08,17.4,-1.39,350,1,962.2,182.3,1.8,Under Voltage
443.36,423.9,0.34,157.7,-1.54,269.6,0.73,963.5,182.7,1.8,Under Voltage
444.34,417,0.86,255.4,-1.43,162.6,0.52,963.5,182.5,1.8,Under Voltage
445.31,373.5,1.25,339.2,-1.2,39.1,0.18,964.8,182.8,1.8,Under Voltage
446.29,305.2,1.51,407.8,-0.94,-98.3,-0.24,964.8,182.3,1.8,Under Voltage
447.27,214.8,1.64,432.6,-0.6,-215.7,-0.61,966.1,182.5,1.8,Under Voltage
448.24,95.7,1.38,399.1,-0.35,-300.4,-1.1,964.8,182.4,1.8,Under Voltage
449.22,-37.4,1.12,336.6,0.05,-370.9,-1.4,962.2,181.7,1.8,Under Voltage
450.2,-176.1,0.84,243.6,0.49,-414.8,-1.47,962.2,181.7,1.8,Under Voltage
451.17,-267.4,0.53,142,0.92,-406.1,-1.36,962.2,181.8,1.8,Under Voltage
452.15,-350,0.17,13,1.34,-355.2,-1.07,958.4,181.1,1.8,Under Voltage
453.13,-420.9,-0.24,-130.3,1.52,-283,-0.8,966.1,182.8,1.8,Under Voltage
454.1,-420.4,-0.73,-236.3,1.43,-176.5,-0.59,963.5,182.2,1.8,Under Voltage
455.08,-389.1,-1.2,-324.9,1.26,-62.6,-0.26,959.7,180.1,1.8,Under Voltage
456.06,-325.7,-1.47,-396.5,0.97,76.1,0.15,959.7,181.9,1.8,Under Voltage
457.03,-237,-1.62,-435.6,0.7,200,0.54,959.7,181.3,1.8,Under Voltage
458.01,-120,-1.47,-405.6,0.41,286.1,0.98,963.5,182.7,1.8,Under Voltage
458.98,4.8,-1.2,-356.1,0.02,363.5,1.33,963.5,182.5,1.8,Under Voltage
459.96,143.9,-0.89,-276.2,-0.39,421.3,1.48,964.8,183.1,1.8,Under Voltage
460.94,248.3,-0.6,-164.6,-0.81,418.7,1.39,967.3,183.4,1.8,Under Voltage
461.91,332.6,-0.25,-41.3,-1.25,375.7,1.13,964.8,183.1,1.8,Under Voltage
462.89,405.7,0.15,102.9,-1.48,308.7,0.86,964.8,182.9,1.8,Under Voltage
463.87,418.7,0.6,216.3,-1.5,207.4,0.63,963.5,182.7,1.8,Under Voltage
464.84,397.4,1.1,306.6,-1.31,98.3,0.34,966.1,183.3,1.8,Under Voltage
465.82,338.7,1.43,379.6,-1.05,-36.5,-0.07,966.1,183,1.8,Under Voltage
466.8,259.1,1.57,432.1,-0.78,-167.4,-0.47,966.1,182.8,1.8,Under Voltage
467.77,147.8,1.54,407.8,-0.45,-260,-0.84,967.3,183.2,1.8,Under Voltage
468.75,26.1,1.26,369.6,-0.12,-342.6,-1.27,964.8,182.6,1.8,Under Voltage
469.73,-118.3,0.95,294.5,0.28,-410,-1.45,964.8,182.8,1.8,Under Voltage
470.7,-231.3,0.67,188.9,0.72,-411.7,-1.43,964.8,182.8,1.8,Under Voltage
471.68,-316.1,0.35,71.2,1.16,-380,-1.2,913.7,173.1,1.8,Under Voltage
472.66,-391.7,-0.06,-67.3,1.43,-318.7,-0.92,968.6,183.5,1.8,Under Voltage
473.63,-420.9,-0.48,-192.4,1.52,-224.8,-0.68,967.3,181.4,1.8,Under Voltage
474.61,-405.2,-1.01,-286.6,1.33,-115.2,-0.42,967.3,183.4,1.8,Under Voltage
475.59,-356.1,-1.37,-363.1,1.09,13,-0.03,964.8,182.8,1.8,Under Voltage
476.56,-283,-1.53,-426.5,0.85,146.1,0.4,967.3,183.2,1.8,Under Voltage
477.54,-174.8,-1.61,-425.2,0.5,250,0.73,964.8,182.8,1.8,Under Voltage
478.52,-56.5,-1.3,-388.3,0.2,330.4,1.21,968.6,183.9,1.8,Under Voltage
479.49,83,-1.02,-311.4,-0.21,397.8,1.43,967.3,183.5,1.8,Under Voltage
480.47,209.1,-0.74,-210.2,-0.64,418.3,1.45,967.3,183.7,1.8,Under Voltage
481.45,295.7,-0.42,-99.5,-1.06,396.5,1.27,966.1,183.5,1.8,Under Voltage
482.42,373,-0.03,32.6,-1.4,341.3,0.98,968.6,183.8,1.8,Under Voltage
483.4,426.1,0.38,167.6,-1.54,257.8,0.71,969.9,183.9,1.8,Under Voltage
484.38,413,0.9,266.7,-1.39,149.6,0.49,971.2,184.3,1.8,Under Voltage
485.35,368.3,1.32,350.5,-1.17,23.9,0.11,971.2,184.1,1.8,Under Voltage
486.33,298.7,1.52,415.6,-0.9,-111.7,-0.29,971.2,184.1,1.8,Under Voltage
487.31,202.2,1.65,428.2,-0.55,-225.2,-0.62,968.6,183.5,1.8,Under Voltage
488.28,83.9,1.35,395.2,-0.32,-309.1,-1.15,968.6,183.6,1.8,Under Voltage
489.26,-51.3,1.09,329.6,0.09,-371.7,-1.4,967.3,183.1,1.8,Under Voltage
490.23,-188.3,0.8,229.3,0.52,-415.7,-1.48,968.6,183.6,1.8,Under Voltage
491.21,-278.7,0.5,126.8,0.95,-401.7,-1.34,969.9,183.9,1.8,Under Voltage
492.19,-357.4,0.12,-3.5,1.34,-350.4,-1.05,969.9,178.1,1.8,Under Voltage
493.16,-421.7,-0.27,-145.5,1.53,-273.5,-0.76,969.9,183.9,1.8,Under Voltage
494.14,-420.9,-0.78,-249.7,1.42,-165.7,-0.57,963.5,182,1.8,Under Voltage
495.12,-384.3,-1.22,-328.3,1.22,-47.8,-0.22,969.9,183.6,1.8,Under Voltage
496.09,-314.3,-1.49,-402.6,0.95,89.1,0.19,969.9,183.7,1.8,Under Voltage
497.07,-229.1,-1.63,-439.1,0.64,212.2,0.55,971.2,184.3,1.8,Under Voltage
498.05,-107.8,-1.42,-406.5,0.36,300.9,1.04,971.2,184.3,1.8,Under Voltage
499.02,19.1,-1.15,-350.1,-0.02,369.1,1.34,968.6,184.1,1.8,Under Voltage
0,43.9,-0.01,-437.4,0.61,484.8,0.42,1485.5,38.4,no load,1 Phase Open
0.98,215.7,0.01,-323.1,0.46,544.8,0.54,1486.7,38.2,no load,1 Phase Open
1.95,342.6,-0.01,-190.2,0.25,537.4,0.56,1488,38.7,no load,1 Phase Open
2.93,445.7,0,-24.8,-0.01,473,0.55,1489.3,38.3,no load,1 Phase Open
3.91,536.1,0,160.7,-0.31,375.7,0.44,1488,38,no load,1 Phase Open
4.88,539.1,-0.01,298.4,-0.56,246.5,0.33,1489.3,38.5,no load,1 Phase Open
5.86,501.3,0,411.3,-0.68,94.8,0.23,1490.6,38.5,no load,1 Phase Open
6.84,416.5,0,502.5,-0.72,-83.5,0.08,1482.9,38.3,no load,1 Phase Open
7.81,313.5,0.01,564.2,-0.69,-246.5,-0.07,1482.9,38.1,no load,1 Phase Open
8.79,160.9,0,523.3,-0.68,-360.4,-0.24,1482.9,37.6,no load,1 Phase Open
9.77,-3.5,0.01,460.4,-0.64,-460.4,-0.39,1480.3,37.3,no load,1 Phase Open
10.74,-183,-0.01,357,-0.51,-544.3,-0.5,1482.9,37.6,no load,1 Phase Open
11.72,-318.3,0,224.1,-0.3,-536.5,-0.57,1488,37.5,no load,1 Phase Open
12.7,-426.1,-0.01,59.9,-0.07,-480.9,-0.55,1486.7,37.7,no load,1 Phase Open
13.67,-519.6,0,-117.7,0.22,-394.3,-0.48,1489.3,37.8,no load,1 Phase Open
14.65,-539.6,0,-268,0.5,-267.8,-0.36,1488,37.5,no load,1 Phase Open
15.63,-514.8,0,-386.1,0.67,-126.5,-0.26,1490.6,37.8,no load,1 Phase Open
16.6,-442.6,0.01,-483,0.72,47.4,-0.14,1489.3,38.3,no load,1 Phase Open
17.58,-343.9,0,-553.3,0.7,216.1,0.03,1486.7,38.2,no load,1 Phase Open
18.56,-197.4,0,-529,0.67,339.1,0.18,1485.5,38.2,no load,1 Phase Open
19.53,-41.3,0,-481.7,0.62,446.1,0.35,1484.2,37.6,no load,1 Phase Open
20.51,140.9,0,-384.8,0.51,532.2,0.47,1486.7,37.9,no load,1 Phase Open
21.48,290,0.01,-254.9,0.36,543.5,0.55,1488,38.5,no load,1 Phase Open
22.46,398.7,0,-103.4,0.13,506.1,0.57,1491.8,37.8,no load,1 Phase Open
23.44,494.3,0,73.8,-0.14,423.5,0.52,1493.1,38.1,no load,1 Phase Open
24.41,543.9,-0.01,235,-0.47,310.9,0.38,1493.1,38.1,no load,1 Phase Open
25.39,527.4,0,365.3,-0.63,168.3,0.27,1491.8,38.1,no load,1 Phase Open
26.37,461.3,-0.01,460.8,-0.71,0.9,0.16,1491.8,38.8,no load,1 Phase Open
27.34,370,-0.01,542,-0.72,-169.6,0.02,1489.3,38,no load,1 Phase Open
28.32,233,0,545.1,-0.68,-306.1,-0.13,1486.7,37.7,no load,1 Phase Open
29.3,81.7,0.01,502.9,-0.66,-416.5,-0.32,1490.6,37.6,no load,1 Phase Open
30.27,-100.9,0,408.3,-0.57,-507,-0.44,1489.3,37.3,no load,1 Phase Open
31.25,-259.6,0,278,-0.4,-538.7,-0.55,1489.3,37.5,no load,1 Phase Open
32.23,-378.3,0,139,-0.19,-508.3,-0.57,1489.3,37.5,no load,1 Phase Open
33.2,-475.2,0.01,-32.1,0.07,-440.4,-0.53,1489.3,37.3,no load,1 Phase Open
34.18,-548.3,0,-203.7,0.39,-338.3,-0.43,1491.8,37.6,no load,1 Phase Open
35.16,-535.2,0,-334.4,0.59,-193.9,-0.32,1489.3,37.3,no load,1 Phase Open
36.13,-480.9,0,-436.5,0.69,-34.8,-0.19,1489.3,38,no load,1 Phase Open
37.11,-390.4,0.01,-528.6,0.71,139.1,-0.06,1482.9,37.4,no load,1 Phase Open
38.09,-271.7,0,-555,0.68,285.2,0.1,1481.6,38.1,no load,1 Phase Open
39.06,-116.5,0,-511.6,0.68,396.5,0.28,1481.6,37.6,no load,1 Phase Open
